"id","change","crypto_candle_id","crypto_traded","currency_quoted","date","lower","metric_value","object_type","period_interval","simulation_id","update_timestamp","upper"
37773,0E-10,8499.0,"BTC","USD","2013-03-06 00:00:00+00:00",-24.1087612639,831.7692546864,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.047036+00:00",1691.1965638621
37774,-79.8683205588,8500.0,"BTC","USD","2013-03-07 00:00:00+00:00",-115.2394457586,751.9009341276,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.053077+00:00",1566.2520659179
37775,-77.7908585474,8501.0,"BTC","USD","2013-03-08 00:00:00+00:00",-80.4135069463,674.1100755802,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.059016+00:00",1548.0896727466
37776,-58.2433716862,8502.0,"BTC","USD","2013-03-09 00:00:00+00:00",-211.9287495079,615.8667038940,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.064470+00:00",1455.7778090974
37777,-64.9809957154,8503.0,"BTC","USD","2013-03-10 00:00:00+00:00",-285.9925474491,550.8857081786,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.070460+00:00",1419.6734751953
37778,-47.1836536796,8504.0,"BTC","USD","2013-03-11 00:00:00+00:00",-282.9325848425,503.7020544990,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.076614+00:00",1335.7917781295
37779,-53.2504766368,8505.0,"BTC","USD","2013-03-12 00:00:00+00:00",-372.6213567266,450.4515778622,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.081904+00:00",1322.6755796056
37780,-67.8425586674,8506.0,"BTC","USD","2013-03-13 00:00:00+00:00",-497.4618614232,382.6090191948,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.088383+00:00",1187.7741948011
37781,-47.2665280931,8507.0,"BTC","USD","2013-03-14 00:00:00+00:00",-465.7963559656,335.3424911017,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.095519+00:00",1202.2298089223
37782,-39.1367324698,8508.0,"BTC","USD","2013-03-15 00:00:00+00:00",-556.0325720606,296.2057586319,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.100808+00:00",1164.5109778426
37783,-27.4657227107,8509.0,"BTC","USD","2013-03-16 00:00:00+00:00",-530.8244205079,268.7400359212,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.106519+00:00",1129.8644542352
37784,-54.0372798835,8510.0,"BTC","USD","2013-03-17 00:00:00+00:00",-608.0925660367,214.7027560378,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.112399+00:00",1054.9029107958
37785,-57.4941195570,8511.0,"BTC","USD","2013-03-18 00:00:00+00:00",-725.9815403295,157.2086364808,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.118049+00:00",1054.8240335984
37786,-74.2790419685,8512.0,"BTC","USD","2013-03-19 00:00:00+00:00",-729.3529742149,82.9295945122,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.123848+00:00",888.5146543589
37787,-84.0822256448,8513.0,"BTC","USD","2013-03-20 00:00:00+00:00",-810.4650094357,-1.1526311326,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.129558+00:00",839.0247736218
37788,-47.6958967705,8514.0,"BTC","USD","2013-03-21 00:00:00+00:00",-895.2717040739,-48.8485279031,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.135982+00:00",785.8561162563
37789,-21.6047754496,8515.0,"BTC","USD","2013-03-22 00:00:00+00:00",-850.3393360978,-70.4533033527,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.142039+00:00",778.9541416300
37790,4.3108016048,8516.0,"BTC","USD","2013-03-23 00:00:00+00:00",-921.1535274443,-66.1425017478,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.147363+00:00",768.2687582833
37791,-11.7243496874,8517.0,"BTC","USD","2013-03-24 00:00:00+00:00",-889.4791018644,-77.8668514353,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.152663+00:00",796.6696779420
37792,-5.9912644136,8518.0,"BTC","USD","2013-03-25 00:00:00+00:00",-961.0029727078,-83.8581158489,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.157833+00:00",791.4074257833
37793,-15.5660956467,8519.0,"BTC","USD","2013-03-26 00:00:00+00:00",-905.0012090818,-99.4242114956,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.164682+00:00",795.7907826897
37794,-24.7867650117,8520.0,"BTC","USD","2013-03-27 00:00:00+00:00",-902.7580121712,-124.2109765073,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.170585+00:00",736.5245350156
37795,1.5946661207,8521.0,"BTC","USD","2013-03-28 00:00:00+00:00",-943.1436421713,-122.6163103866,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.176566+00:00",737.0213541935
37796,9.3898416491,8522.0,"BTC","USD","2013-03-29 00:00:00+00:00",-896.1366601624,-113.2264687376,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.182256+00:00",731.8179584493
37797,17.4738812904,8523.0,"BTC","USD","2013-03-30 00:00:00+00:00",-938.4932130536,-95.7525874472,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.187786+00:00",747.3126063165
37798,-7.0550357140,8524.0,"BTC","USD","2013-03-31 00:00:00+00:00",-893.2802753959,-102.8076231612,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.193231+00:00",769.7017339211
37799,1.0685390870,8525.0,"BTC","USD","2013-04-01 00:00:00+00:00",-920.4207669295,-101.7390840742,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.198791+00:00",747.0424838934
37800,-2.5094803228,8526.0,"BTC","USD","2013-04-02 00:00:00+00:00",-996.7605557701,-104.2485643970,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.204538+00:00",787.3979024693
37801,-11.9540377458,8527.0,"BTC","USD","2013-04-03 00:00:00+00:00",-947.2697391585,-116.2026021428,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.210053+00:00",698.8233040319
37802,4.2453594129,8528.0,"BTC","USD","2013-04-04 00:00:00+00:00",-912.4310903005,-111.9572427299,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.215866+00:00",723.4505961102
37803,-2.4919022426,8529.0,"BTC","USD","2013-04-05 00:00:00+00:00",-936.9223668008,-114.4491449725,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.221159+00:00",784.2560634544
37804,-3.3240940754,8530.0,"BTC","USD","2013-04-06 00:00:00+00:00",-1023.7637269900,-117.7732390479,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.226569+00:00",688.5802737458
37805,-25.3630316324,8531.0,"BTC","USD","2013-04-07 00:00:00+00:00",-1010.4738228968,-143.1362706803,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.232273+00:00",636.6469729720
37806,-6.0268951719,8532.0,"BTC","USD","2013-04-08 00:00:00+00:00",-1008.1413557408,-149.1631658522,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.239279+00:00",739.7384222348
37807,2.6724688508,8533.0,"BTC","USD","2013-04-09 00:00:00+00:00",-1049.3101922748,-146.4906970014,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.244944+00:00",652.6045626545
37808,1.3618612771,8534.0,"BTC","USD","2013-04-10 00:00:00+00:00",-1048.6895574921,-145.1288357243,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.250526+00:00",767.3645776595
37809,22.7668685395,8535.0,"BTC","USD","2013-04-11 00:00:00+00:00",-947.2556065326,-122.3619671848,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.256022+00:00",767.0667934496
37810,22.7970613184,8536.0,"BTC","USD","2013-04-12 00:00:00+00:00",-953.6328866530,-99.5649058664,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.261585+00:00",723.9131525073
37811,31.3193012427,8537.0,"BTC","USD","2013-04-13 00:00:00+00:00",-958.6501357558,-68.2456046237,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.266894+00:00",768.9977286138
37812,15.6256600273,8538.0,"BTC","USD","2013-04-14 00:00:00+00:00",-861.2439925942,-52.6199445964,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.272453+00:00",814.4440635775
37813,30.2056045590,8539.0,"BTC","USD","2013-04-15 00:00:00+00:00",-864.1193182364,-22.4143400374,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.278379+00:00",781.4066291407
37814,20.3302403450,8540.0,"BTC","USD","2013-04-16 00:00:00+00:00",-852.6712097016,-2.0840996924,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.284098+00:00",866.3901548185
37815,-6.5825233394,8541.0,"BTC","USD","2013-04-17 00:00:00+00:00",-853.2388578273,-8.6666230318,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.289338+00:00",825.0875339577
37816,-5.3825787944,8542.0,"BTC","USD","2013-04-18 00:00:00+00:00",-886.2151588174,-14.0492018263,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.295040+00:00",818.8369087600
37817,-10.8904717691,8543.0,"BTC","USD","2013-04-19 00:00:00+00:00",-878.8935427113,-24.9396735954,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.300476+00:00",810.6035689537
37818,6.7733592219,8544.0,"BTC","USD","2013-04-20 00:00:00+00:00",-886.8943392339,-18.1663143735,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.306091+00:00",872.8157644125
37819,7.2438097411,8545.0,"BTC","USD","2013-04-21 00:00:00+00:00",-894.6586571069,-10.9225046324,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.311831+00:00",812.7981578323
37820,36.8419604662,8546.0,"BTC","USD","2013-04-22 00:00:00+00:00",-790.2813496031,25.9194558339,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.317430+00:00",862.5035699673
37821,37.9545972794,8547.0,"BTC","USD","2013-04-23 00:00:00+00:00",-774.0975095967,63.8740531132,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.323143+00:00",968.0301462840
37822,19.8579229432,8548.0,"BTC","USD","2013-04-24 00:00:00+00:00",-780.5379061178,83.7319760565,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.329076+00:00",921.1724767624
37823,29.0324082021,8549.0,"BTC","USD","2013-04-25 00:00:00+00:00",-686.8121211607,112.7643842586,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.334523+00:00",962.7760876279
37824,27.6903781165,8550.0,"BTC","USD","2013-04-26 00:00:00+00:00",-693.1872355593,140.4547623751,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.342672+00:00",935.9504477422
37825,40.5564801535,8551.0,"BTC","USD","2013-04-27 00:00:00+00:00",-659.9320442880,181.0112425287,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.347970+00:00",1072.0712193239
37826,25.9202867511,8552.0,"BTC","USD","2013-04-28 00:00:00+00:00",-653.3182692614,206.9315292798,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.354112+00:00",1019.4833092173
37827,36.0365036748,8553.0,"BTC","USD","2013-04-29 00:00:00+00:00",-569.4300813061,242.9680329546,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.360565+00:00",1091.0467690246
37828,23.1206325207,8554.0,"BTC","USD","2013-04-30 00:00:00+00:00",-584.4805952380,266.0886654754,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.369101+00:00",1164.6882825948
37829,2.3258218071,8555.0,"BTC","USD","2013-05-01 00:00:00+00:00",-579.3453929410,268.4144872825,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.377649+00:00",1072.2960450826
37830,16.9016193810,8556.0,"BTC","USD","2013-05-02 00:00:00+00:00",-540.3046419242,285.3161066635,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.385394+00:00",1052.8481261459
37831,19.3762987057,8557.0,"BTC","USD","2013-05-03 00:00:00+00:00",-497.6783915329,304.6924053692,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.391708+00:00",1108.4926389189
37832,26.7941620421,8558.0,"BTC","USD","2013-05-04 00:00:00+00:00",-516.8731007777,331.4865674113,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.397952+00:00",1189.6548574861
37833,-1.4770137294,8559.0,"BTC","USD","2013-05-05 00:00:00+00:00",-513.8630925201,330.0095536819,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.403481+00:00",1180.3185926425
37834,-4.3525862767,8560.0,"BTC","USD","2013-05-06 00:00:00+00:00",-591.0539731643,325.6569674052,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.409032+00:00",1186.6251339699
37835,-20.7501057013,8561.0,"BTC","USD","2013-05-07 00:00:00+00:00",-507.0032086375,304.9068617039,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.414563+00:00",1165.6781367746
37836,-33.8932930822,8562.0,"BTC","USD","2013-05-08 00:00:00+00:00",-548.6724379308,271.0135686217,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.420238+00:00",1043.0614183196
37837,-6.5225850225,8563.0,"BTC","USD","2013-05-09 00:00:00+00:00",-614.5929503061,264.4909835992,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.426351+00:00",1084.1940236673
37838,6.6141953501,8564.0,"BTC","USD","2013-05-10 00:00:00+00:00",-561.6178755869,271.1051789493,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.432421+00:00",1084.0839064046
37839,20.5441186561,8565.0,"BTC","USD","2013-05-11 00:00:00+00:00",-533.2983183534,291.6492976054,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.438140+00:00",1171.0963570265
37840,-1.7045055338,8566.0,"BTC","USD","2013-05-12 00:00:00+00:00",-565.0993611141,289.9447920717,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.443706+00:00",1147.4483031211
37841,4.5187399214,8567.0,"BTC","USD","2013-05-13 00:00:00+00:00",-541.0795630806,294.4635319931,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.449488+00:00",1079.4904095789
37842,-2.0223416149,8568.0,"BTC","USD","2013-05-14 00:00:00+00:00",-568.2020048231,292.4411903782,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.454879+00:00",1112.8870414541
37843,-12.2888288363,8569.0,"BTC","USD","2013-05-15 00:00:00+00:00",-545.4073085862,280.1523615419,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.460449+00:00",1158.0820142862
37844,-8.6320809292,8570.0,"BTC","USD","2013-05-16 00:00:00+00:00",-684.4447933188,271.5202806127,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.466668+00:00",1094.3200181149
37845,-17.2050566393,8571.0,"BTC","USD","2013-05-17 00:00:00+00:00",-606.2271414998,254.3152239733,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.471967+00:00",1060.0541886631
37846,-25.7251832186,8572.0,"BTC","USD","2013-05-18 00:00:00+00:00",-631.3382977069,228.5900407547,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.477916+00:00",1070.5571924527
37847,-59.2174153651,8573.0,"BTC","USD","2013-05-19 00:00:00+00:00",-609.7066073422,169.3726253896,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.483489+00:00",1036.0512415564
37848,-48.0913337566,8574.0,"BTC","USD","2013-05-20 00:00:00+00:00",-665.4618480810,121.2812916329,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.489686+00:00",966.5158646161
37849,-38.1194451918,8575.0,"BTC","USD","2013-05-21 00:00:00+00:00",-742.2783506269,83.1618464412,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.494961+00:00",910.5710401760
37850,-29.2015893300,8576.0,"BTC","USD","2013-05-22 00:00:00+00:00",-816.2790391529,53.9602571111,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.500068+00:00",933.7994179834
37851,3.6539670215,8577.0,"BTC","USD","2013-05-23 00:00:00+00:00",-837.5896071020,57.6142241326,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.505472+00:00",885.0482409816
37852,7.6189439067,8578.0,"BTC","USD","2013-05-24 00:00:00+00:00",-800.7958752991,65.2331680393,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.511039+00:00",886.3934961456
37853,10.5280518907,8579.0,"BTC","USD","2013-05-25 00:00:00+00:00",-698.9408328327,75.7612199299,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.516649+00:00",918.3598134338
37854,-13.3856778192,8580.0,"BTC","USD","2013-05-26 00:00:00+00:00",-736.2106826063,62.3755421107,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.522397+00:00",914.4405989041
37855,0.7107155803,8581.0,"BTC","USD","2013-05-27 00:00:00+00:00",-736.4960163336,63.0862576910,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.528225+00:00",838.9594931009
37856,2.9778864180,8582.0,"BTC","USD","2013-05-28 00:00:00+00:00",-782.3400980327,66.0641441090,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.534238+00:00",800.3294898656
37857,-4.2882952319,8583.0,"BTC","USD","2013-05-29 00:00:00+00:00",-815.2516697020,61.7758488772,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.539626+00:00",915.6687908335
37858,12.5684504080,8584.0,"BTC","USD","2013-05-30 00:00:00+00:00",-742.6359024053,74.3442992852,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.545707+00:00",915.4123787850
37859,9.5150873492,8585.0,"BTC","USD","2013-05-31 00:00:00+00:00",-739.4416943368,83.8593866344,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.550903+00:00",817.2606496015
37860,15.8700831012,8586.0,"BTC","USD","2013-06-01 00:00:00+00:00",-768.7130329335,99.7294697356,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.556015+00:00",959.8726332535
37861,-1.4567200288,8587.0,"BTC","USD","2013-06-02 00:00:00+00:00",-734.8438671165,98.2727497067,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.561974+00:00",940.1270158062
37862,12.5143208517,8588.0,"BTC","USD","2013-06-03 00:00:00+00:00",-736.6784204894,110.7870705584,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.567363+00:00",957.8904915423
37863,4.1999345101,8589.0,"BTC","USD","2013-06-04 00:00:00+00:00",-733.1515535107,114.9870050686,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.572666+00:00",968.6969409479
37864,-18.4827326002,8590.0,"BTC","USD","2013-06-05 00:00:00+00:00",-681.9981716236,96.5042724684,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.578137+00:00",949.1060052446
37865,-11.8777116534,8591.0,"BTC","USD","2013-06-06 00:00:00+00:00",-766.5508292998,84.6265608150,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.584870+00:00",949.5099108033
37866,-14.1765213247,8592.0,"BTC","USD","2013-06-07 00:00:00+00:00",-815.1056895381,70.4500394903,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.590279+00:00",894.9519970402
37867,1.3238952187,8593.0,"BTC","USD","2013-06-08 00:00:00+00:00",-738.1841818509,71.7739347090,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.595524+00:00",898.5001993861
37868,-6.0417385449,8594.0,"BTC","USD","2013-06-09 00:00:00+00:00",-749.9481210419,65.7321961641,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.601079+00:00",891.6083245650
37869,13.5922639868,8595.0,"BTC","USD","2013-06-10 00:00:00+00:00",-774.1527942924,79.3244601508,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.606625+00:00",900.4270115303
37870,7.9605196774,8596.0,"BTC","USD","2013-06-11 00:00:00+00:00",-752.9075086606,87.2849798283,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.611872+00:00",932.2141514918
37871,-10.4218099323,8597.0,"BTC","USD","2013-06-12 00:00:00+00:00",-822.5868887995,76.8631698960,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.617352+00:00",939.9697537431
37872,3.2355993875,8598.0,"BTC","USD","2013-06-13 00:00:00+00:00",-767.9527008554,80.0987692835,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.622518+00:00",923.0500961760
37873,5.2520129348,8599.0,"BTC","USD","2013-06-14 00:00:00+00:00",-759.0315835253,85.3507822182,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.628882+00:00",880.4419447052
37874,14.3390344144,8600.0,"BTC","USD","2013-06-15 00:00:00+00:00",-725.1611038572,99.6898166326,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.634125+00:00",958.9721862350
37875,-12.7942671231,8601.0,"BTC","USD","2013-06-16 00:00:00+00:00",-715.5830722549,86.8955495095,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.640936+00:00",861.1314464344
37876,-19.4124445788,8602.0,"BTC","USD","2013-06-17 00:00:00+00:00",-799.5757576582,67.4831049308,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.647996+00:00",905.0316610042
37877,-45.2933076842,8603.0,"BTC","USD","2013-06-18 00:00:00+00:00",-886.3961074470,22.1897972465,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.653920+00:00",909.7408936784
37878,-68.6067484811,8604.0,"BTC","USD","2013-06-19 00:00:00+00:00",-838.2606620431,-46.4169512346,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.660163+00:00",812.8590704321
37879,-44.5245119061,8605.0,"BTC","USD","2013-06-20 00:00:00+00:00",-900.1956759500,-90.9414631407,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.665676+00:00",767.3718022903
37880,-24.3803443473,8606.0,"BTC","USD","2013-06-21 00:00:00+00:00",-966.2387671856,-115.3218074880,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.671039+00:00",742.9069337729
37881,2.3514856244,8607.0,"BTC","USD","2013-06-22 00:00:00+00:00",-978.6792499982,-112.9703218636,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.676460+00:00",674.4158684180
37882,-10.5433197434,8608.0,"BTC","USD","2013-06-23 00:00:00+00:00",-913.7556497782,-123.5136416070,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.682101+00:00",729.7125725855
37883,-4.5308630077,8609.0,"BTC","USD","2013-06-24 00:00:00+00:00",-939.3141342954,-128.0445046146,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.687372+00:00",725.3540459541
37884,-18.1378075226,8610.0,"BTC","USD","2013-06-25 00:00:00+00:00",-956.2556524282,-146.1823121373,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.692964+00:00",716.9321597541
37885,-32.5977235583,8611.0,"BTC","USD","2013-06-26 00:00:00+00:00",-1007.6701656831,-178.7800356955,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.698496+00:00",685.6263716252
37886,-8.3485492783,8612.0,"BTC","USD","2013-06-27 00:00:00+00:00",-1016.0799790286,-187.1285849738,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.703697+00:00",664.4091303237
37887,1.8077246602,8613.0,"BTC","USD","2013-06-28 00:00:00+00:00",-1027.4107647736,-185.3208603136,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.709040+00:00",649.0114203519
37888,14.1993757890,8614.0,"BTC","USD","2013-06-29 00:00:00+00:00",-990.8072896255,-171.1214845246,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.714498+00:00",717.3007120690
37889,-7.6946374335,8615.0,"BTC","USD","2013-06-30 00:00:00+00:00",-1024.0806374510,-178.8161219581,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.720182+00:00",628.8503896716
37890,0.4006466640,8616.0,"BTC","USD","2013-07-01 00:00:00+00:00",-954.3420406041,-178.4154752941,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.725195+00:00",680.7509320344
37891,-3.4046401637,8617.0,"BTC","USD","2013-07-02 00:00:00+00:00",-1055.5065867136,-181.8201154578,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.731831+00:00",710.8795249859
37892,-10.1528382808,8618.0,"BTC","USD","2013-07-03 00:00:00+00:00",-995.7395553513,-191.9729537385,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.737789+00:00",715.1354629685
37893,11.9244007495,8619.0,"BTC","USD","2013-07-04 00:00:00+00:00",-1054.2389340005,-180.0485529890,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.744000+00:00",700.9955322138
37894,11.0047675743,8620.0,"BTC","USD","2013-07-05 00:00:00+00:00",-1000.9874856330,-169.0437854147,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.750171+00:00",711.6594371294
37895,12.1658941384,8621.0,"BTC","USD","2013-07-06 00:00:00+00:00",-1014.8425675697,-156.8778912762,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.755569+00:00",627.4383475258
37896,-12.3063522750,8622.0,"BTC","USD","2013-07-07 00:00:00+00:00",-982.2996466762,-169.1842435512,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.761461+00:00",719.9171776680
37897,3.4486498800,8623.0,"BTC","USD","2013-07-08 00:00:00+00:00",-998.5194059001,-165.7355936712,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.767303+00:00",662.5233667773
37898,11.5375327091,8624.0,"BTC","USD","2013-07-09 00:00:00+00:00",-1017.3251990791,-154.1980609621,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.772257+00:00",692.5501232095
37899,13.6530000924,8625.0,"BTC","USD","2013-07-10 00:00:00+00:00",-937.8647849303,-140.5450608697,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.777477+00:00",737.2269566549
37900,39.5819550344,8626.0,"BTC","USD","2013-07-11 00:00:00+00:00",-995.9483262010,-100.9631058354,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.782707+00:00",843.1694738873
37901,41.2223256921,8627.0,"BTC","USD","2013-07-12 00:00:00+00:00",-806.5205859966,-59.7407801433,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.788080+00:00",806.2035736480
37902,47.2997157800,8628.0,"BTC","USD","2013-07-13 00:00:00+00:00",-836.4115158078,-12.4410643633,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.793320+00:00",835.9265732053
37903,27.8839461039,8629.0,"BTC","USD","2013-07-14 00:00:00+00:00",-837.4229831560,15.4428817406,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.799403+00:00",886.3461881606
37904,41.2185889436,8630.0,"BTC","USD","2013-07-15 00:00:00+00:00",-756.9859794445,56.6614706842,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.804868+00:00",859.7964460112
37905,33.2284342719,8631.0,"BTC","USD","2013-07-16 00:00:00+00:00",-727.1367832654,89.8899049561,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.810124+00:00",910.1064152986
37906,7.7580792529,8632.0,"BTC","USD","2013-07-17 00:00:00+00:00",-689.6070116628,97.6479842090,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.815878+00:00",985.4366850474
37907,5.2966415583,8633.0,"BTC","USD","2013-07-18 00:00:00+00:00",-784.1294889421,102.9446257673,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.820996+00:00",948.0566014032
37908,-10.1561999850,8634.0,"BTC","USD","2013-07-19 00:00:00+00:00",-786.3464051250,92.7884257823,"CryptoCandle.period_close","1d",4,"2019-03-06 00:14:28.826926+00:00",884.5997993793
