"date","btc_usd","buy_bitcoin","id","is_partial","period_interval","trend_ratio","update_timestamp"
"2017-07-01 00:00:00+00:00",32,16,27760,False,"1d",0.50000,"2019-03-06 00:01:58.091725+00:00"
"2017-07-02 00:00:00+00:00",34,17,27761,False,"1d",0.50000,"2019-03-06 00:01:58.097127+00:00"
"2017-07-03 00:00:00+00:00",37,20,27762,False,"1d",0.54054,"2019-03-06 00:01:58.100913+00:00"
"2017-07-04 00:00:00+00:00",33,13,27763,False,"1d",0.39394,"2019-03-06 00:01:58.104053+00:00"
"2017-07-05 00:00:00+00:00",35,17,27764,False,"1d",0.48571,"2019-03-06 00:01:58.107793+00:00"
"2017-07-06 00:00:00+00:00",32,18,27765,False,"1d",0.56250,"2019-03-06 00:01:58.110504+00:00"
"2017-07-07 00:00:00+00:00",32,15,27766,False,"1d",0.46875,"2019-03-06 00:01:58.113660+00:00"
"2017-07-08 00:00:00+00:00",28,13,27767,False,"1d",0.46429,"2019-03-06 00:01:58.116992+00:00"
"2017-07-09 00:00:00+00:00",30,15,27768,False,"1d",0.50000,"2019-03-06 00:01:58.119882+00:00"
"2017-07-10 00:00:00+00:00",32,19,27769,False,"1d",0.59375,"2019-03-06 00:01:58.123225+00:00"
"2017-07-11 00:00:00+00:00",37,19,27770,False,"1d",0.51351,"2019-03-06 00:01:58.127837+00:00"
"2017-07-12 00:00:00+00:00",35,21,27771,False,"1d",0.60000,"2019-03-06 00:01:58.131419+00:00"
"2017-07-13 00:00:00+00:00",32,25,27772,False,"1d",0.78125,"2019-03-06 00:01:58.134611+00:00"
"2017-07-14 00:00:00+00:00",36,19,27773,False,"1d",0.52778,"2019-03-06 00:01:58.138122+00:00"
"2017-07-15 00:00:00+00:00",42,15,27774,False,"1d",0.35714,"2019-03-06 00:01:58.144010+00:00"
"2017-07-16 00:00:00+00:00",44,20,27775,False,"1d",0.45455,"2019-03-06 00:01:58.150067+00:00"
"2017-07-17 00:00:00+00:00",46,19,27776,False,"1d",0.41304,"2019-03-06 00:01:58.157019+00:00"
"2017-07-18 00:00:00+00:00",45,19,27777,False,"1d",0.42222,"2019-03-06 00:01:58.161011+00:00"
"2017-07-19 00:00:00+00:00",39,20,27778,False,"1d",0.51282,"2019-03-06 00:01:58.164587+00:00"
"2017-07-20 00:00:00+00:00",46,19,27779,False,"1d",0.41304,"2019-03-06 00:01:58.170636+00:00"
"2017-07-21 00:00:00+00:00",46,17,27780,False,"1d",0.36957,"2019-03-06 00:01:58.174003+00:00"
"2017-07-22 00:00:00+00:00",37,16,27781,False,"1d",0.43243,"2019-03-06 00:01:58.179694+00:00"
"2017-07-23 00:00:00+00:00",39,20,27782,False,"1d",0.51282,"2019-03-06 00:01:58.183830+00:00"
"2017-07-24 00:00:00+00:00",36,18,27783,False,"1d",0.50000,"2019-03-06 00:01:58.190231+00:00"
"2017-07-25 00:00:00+00:00",40,18,27784,False,"1d",0.45000,"2019-03-06 00:01:58.195772+00:00"
"2017-07-26 00:00:00+00:00",38,19,27785,False,"1d",0.50000,"2019-03-06 00:01:58.201618+00:00"
"2017-07-27 00:00:00+00:00",36,18,27786,False,"1d",0.50000,"2019-03-06 00:01:58.205101+00:00"
"2017-07-28 00:00:00+00:00",42,20,27787,False,"1d",0.47619,"2019-03-06 00:01:58.208621+00:00"
"2017-07-29 00:00:00+00:00",32,18,27788,False,"1d",0.56250,"2019-03-06 00:01:58.211663+00:00"
"2017-07-30 00:00:00+00:00",31,14,27789,False,"1d",0.45161,"2019-03-06 00:01:58.214943+00:00"
"2017-07-31 00:00:00+00:00",35,17,27790,False,"1d",0.48571,"2019-03-06 00:01:58.220587+00:00"
"2017-08-01 00:00:00+00:00",49,33,27791,False,"1d",0.67347,"2019-03-06 00:01:58.225740+00:00"
"2017-08-02 00:00:00+00:00",45,50,27792,False,"1d",1.11111,"2019-03-06 00:01:58.228918+00:00"
"2017-08-03 00:00:00+00:00",38,23,27793,False,"1d",0.60526,"2019-03-06 00:01:58.232136+00:00"
"2017-08-04 00:00:00+00:00",38,21,27794,False,"1d",0.55263,"2019-03-06 00:01:58.235459+00:00"
"2017-08-05 00:00:00+00:00",59,23,27795,False,"1d",0.38983,"2019-03-06 00:01:58.238884+00:00"
"2017-08-06 00:00:00+00:00",48,22,27796,False,"1d",0.45833,"2019-03-06 00:01:58.244542+00:00"
"2017-08-07 00:00:00+00:00",55,29,27797,False,"1d",0.52727,"2019-03-06 00:01:58.248209+00:00"
"2017-08-08 00:00:00+00:00",57,31,27798,False,"1d",0.54386,"2019-03-06 00:01:58.251931+00:00"
"2017-08-09 00:00:00+00:00",47,27,27799,False,"1d",0.57447,"2019-03-06 00:01:58.256719+00:00"
"2017-08-10 00:00:00+00:00",51,25,27800,False,"1d",0.49020,"2019-03-06 00:01:58.260012+00:00"
"2017-08-11 00:00:00+00:00",52,28,27801,False,"1d",0.53846,"2019-03-06 00:01:58.263701+00:00"
"2017-08-12 00:00:00+00:00",69,30,27802,False,"1d",0.43478,"2019-03-06 00:01:58.268685+00:00"
"2017-08-13 00:00:00+00:00",82,43,27803,False,"1d",0.52439,"2019-03-06 00:01:58.272371+00:00"
"2017-08-14 00:00:00+00:00",81,48,27804,False,"1d",0.59259,"2019-03-06 00:01:58.276888+00:00"
"2017-08-15 00:00:00+00:00",79,40,27805,False,"1d",0.50633,"2019-03-06 00:01:58.281546+00:00"
"2017-08-16 00:00:00+00:00",66,34,27806,False,"1d",0.51515,"2019-03-06 00:01:58.284431+00:00"
"2017-08-17 00:00:00+00:00",64,35,27807,False,"1d",0.54688,"2019-03-06 00:01:58.289424+00:00"
"2017-08-18 00:00:00+00:00",62,38,27808,False,"1d",0.61290,"2019-03-06 00:01:58.293457+00:00"
"2017-08-19 00:00:00+00:00",64,41,27809,False,"1d",0.64062,"2019-03-06 00:01:58.297145+00:00"
"2017-08-20 00:00:00+00:00",50,40,27810,False,"1d",0.80000,"2019-03-06 00:01:58.300582+00:00"
"2017-08-21 00:00:00+00:00",55,30,27811,False,"1d",0.54545,"2019-03-06 00:01:58.303752+00:00"
"2017-08-22 00:00:00+00:00",54,34,27812,False,"1d",0.62963,"2019-03-06 00:01:58.307139+00:00"
"2017-08-23 00:00:00+00:00",57,31,27813,False,"1d",0.54386,"2019-03-06 00:01:58.310270+00:00"
"2017-08-24 00:00:00+00:00",49,32,27814,False,"1d",0.65306,"2019-03-06 00:01:58.313339+00:00"
"2017-08-25 00:00:00+00:00",55,31,27815,False,"1d",0.56364,"2019-03-06 00:01:58.316890+00:00"
"2017-08-26 00:00:00+00:00",49,29,27816,False,"1d",0.59184,"2019-03-06 00:01:58.320270+00:00"
"2017-08-27 00:00:00+00:00",44,25,27817,False,"1d",0.56818,"2019-03-06 00:01:58.324089+00:00"
"2017-08-28 00:00:00+00:00",45,27,27818,False,"1d",0.60000,"2019-03-06 00:01:58.327668+00:00"
"2017-08-29 00:00:00+00:00",58,32,27819,False,"1d",0.55172,"2019-03-06 00:01:58.332059+00:00"
"2017-08-30 00:00:00+00:00",55,33,27820,False,"1d",0.60000,"2019-03-06 00:01:58.335478+00:00"
"2017-08-31 00:00:00+00:00",60,40,27821,False,"1d",0.66667,"2019-03-06 00:01:58.339276+00:00"
"2017-09-01 00:00:00+00:00",60,42,27822,False,"1d",0.70000,"2019-03-06 00:01:58.342607+00:00"
"2017-09-02 00:00:00+00:00",67,35,27823,False,"1d",0.52239,"2019-03-06 00:01:58.345941+00:00"
"2017-09-03 00:00:00+00:00",50,35,27824,False,"1d",0.70000,"2019-03-06 00:01:58.349436+00:00"
"2017-09-04 00:00:00+00:00",66,37,27825,False,"1d",0.56061,"2019-03-06 00:01:58.352773+00:00"
"2017-09-05 00:00:00+00:00",69,36,27826,False,"1d",0.52174,"2019-03-06 00:01:58.355913+00:00"
"2017-09-06 00:00:00+00:00",57,32,27827,False,"1d",0.56140,"2019-03-06 00:01:58.359357+00:00"
"2017-09-07 00:00:00+00:00",50,33,27828,False,"1d",0.66000,"2019-03-06 00:01:58.362738+00:00"
"2017-09-08 00:00:00+00:00",53,25,27829,False,"1d",0.47170,"2019-03-06 00:01:58.365831+00:00"
"2017-09-09 00:00:00+00:00",55,27,27830,False,"1d",0.49091,"2019-03-06 00:01:58.368975+00:00"
"2017-09-10 00:00:00+00:00",45,24,27831,False,"1d",0.53333,"2019-03-06 00:01:58.372539+00:00"
"2016-09-16 00:00:00+00:00",21,13,27832,False,"1d",0.61905,"2019-03-06 00:01:59.376614+00:00"
"2016-09-17 00:00:00+00:00",16,11,27833,False,"1d",0.68750,"2019-03-06 00:01:59.379850+00:00"
"2016-09-18 00:00:00+00:00",18,11,27834,False,"1d",0.61111,"2019-03-06 00:01:59.383189+00:00"
"2016-09-19 00:00:00+00:00",19,13,27835,False,"1d",0.68421,"2019-03-06 00:01:59.386499+00:00"
"2016-09-20 00:00:00+00:00",18,12,27836,False,"1d",0.66667,"2019-03-06 00:01:59.389304+00:00"
"2016-09-21 00:00:00+00:00",21,11,27837,False,"1d",0.52381,"2019-03-06 00:01:59.393145+00:00"
"2016-09-22 00:00:00+00:00",21,10,27838,False,"1d",0.47619,"2019-03-06 00:01:59.396776+00:00"
"2016-09-23 00:00:00+00:00",17,12,27839,False,"1d",0.70588,"2019-03-06 00:01:59.404831+00:00"
"2016-09-24 00:00:00+00:00",21,11,27840,False,"1d",0.52381,"2019-03-06 00:01:59.408649+00:00"
"2016-09-25 00:00:00+00:00",15,12,27841,False,"1d",0.80000,"2019-03-06 00:01:59.411966+00:00"
"2016-09-26 00:00:00+00:00",23,10,27842,False,"1d",0.43478,"2019-03-06 00:01:59.415354+00:00"
"2016-09-27 00:00:00+00:00",24,12,27843,False,"1d",0.50000,"2019-03-06 00:01:59.418884+00:00"
"2016-09-28 00:00:00+00:00",20,11,27844,False,"1d",0.55000,"2019-03-06 00:01:59.421785+00:00"
"2016-09-29 00:00:00+00:00",24,13,27845,False,"1d",0.54167,"2019-03-06 00:01:59.425010+00:00"
"2016-09-30 00:00:00+00:00",21,11,27846,False,"1d",0.52381,"2019-03-06 00:01:59.431230+00:00"
"2016-10-01 00:00:00+00:00",19,13,27847,False,"1d",0.68421,"2019-03-06 00:01:59.434741+00:00"
"2016-10-02 00:00:00+00:00",18,12,27848,False,"1d",0.66667,"2019-03-06 00:01:59.438353+00:00"
"2016-10-03 00:00:00+00:00",24,12,27849,False,"1d",0.50000,"2019-03-06 00:01:59.444841+00:00"
"2016-10-04 00:00:00+00:00",26,9,27850,False,"1d",0.34615,"2019-03-06 00:01:59.449684+00:00"
"2016-10-05 00:00:00+00:00",24,10,27851,False,"1d",0.41667,"2019-03-06 00:01:59.454007+00:00"
"2016-10-06 00:00:00+00:00",22,12,27852,False,"1d",0.54545,"2019-03-06 00:01:59.457774+00:00"
"2016-10-07 00:00:00+00:00",23,10,27853,False,"1d",0.43478,"2019-03-06 00:01:59.464220+00:00"
"2016-10-08 00:00:00+00:00",22,9,27854,False,"1d",0.40909,"2019-03-06 00:01:59.471000+00:00"
"2016-10-09 00:00:00+00:00",19,12,27855,False,"1d",0.63158,"2019-03-06 00:01:59.474713+00:00"
"2016-10-10 00:00:00+00:00",19,12,27856,False,"1d",0.63158,"2019-03-06 00:01:59.478221+00:00"
"2016-10-11 00:00:00+00:00",28,13,27857,False,"1d",0.46429,"2019-03-06 00:01:59.481800+00:00"
"2016-10-12 00:00:00+00:00",27,12,27858,False,"1d",0.44444,"2019-03-06 00:01:59.485333+00:00"
"2016-10-13 00:00:00+00:00",25,12,27859,False,"1d",0.48000,"2019-03-06 00:01:59.488627+00:00"
"2016-10-14 00:00:00+00:00",18,12,27860,False,"1d",0.66667,"2019-03-06 00:01:59.492513+00:00"
"2016-10-15 00:00:00+00:00",20,10,27861,False,"1d",0.50000,"2019-03-06 00:01:59.496435+00:00"
"2016-10-16 00:00:00+00:00",17,11,27862,False,"1d",0.64706,"2019-03-06 00:01:59.500569+00:00"
"2016-10-17 00:00:00+00:00",22,13,27863,False,"1d",0.59091,"2019-03-06 00:01:59.505404+00:00"
"2016-10-18 00:00:00+00:00",25,10,27864,False,"1d",0.40000,"2019-03-06 00:01:59.511231+00:00"
"2016-10-19 00:00:00+00:00",25,10,27865,False,"1d",0.40000,"2019-03-06 00:01:59.515610+00:00"
"2016-10-20 00:00:00+00:00",23,12,27866,False,"1d",0.52174,"2019-03-06 00:01:59.521403+00:00"
"2016-10-21 00:00:00+00:00",23,9,27867,False,"1d",0.39130,"2019-03-06 00:01:59.530104+00:00"
"2016-10-22 00:00:00+00:00",22,16,27868,False,"1d",0.72727,"2019-03-06 00:01:59.534137+00:00"
"2016-10-23 00:00:00+00:00",18,11,27869,False,"1d",0.61111,"2019-03-06 00:01:59.538418+00:00"
"2016-10-24 00:00:00+00:00",25,10,27870,False,"1d",0.40000,"2019-03-06 00:01:59.542206+00:00"
"2016-10-25 00:00:00+00:00",27,9,27871,False,"1d",0.33333,"2019-03-06 00:01:59.546138+00:00"
"2016-10-26 00:00:00+00:00",25,14,27872,False,"1d",0.56000,"2019-03-06 00:01:59.550045+00:00"
"2016-10-27 00:00:00+00:00",35,13,27873,False,"1d",0.37143,"2019-03-06 00:01:59.553806+00:00"
"2016-10-28 00:00:00+00:00",23,17,27874,False,"1d",0.73913,"2019-03-06 00:01:59.557101+00:00"
"2016-10-29 00:00:00+00:00",33,17,27875,False,"1d",0.51515,"2019-03-06 00:01:59.560384+00:00"
"2016-10-30 00:00:00+00:00",30,18,27876,False,"1d",0.60000,"2019-03-06 00:01:59.565690+00:00"
"2016-10-31 00:00:00+00:00",32,16,27877,False,"1d",0.50000,"2019-03-06 00:01:59.571003+00:00"
"2016-11-01 00:00:00+00:00",39,16,27878,False,"1d",0.41026,"2019-03-06 00:01:59.577183+00:00"
"2016-11-02 00:00:00+00:00",31,17,27879,False,"1d",0.54839,"2019-03-06 00:01:59.581030+00:00"
"2016-11-03 00:00:00+00:00",33,13,27880,False,"1d",0.39394,"2019-03-06 00:01:59.584687+00:00"
"2016-11-04 00:00:00+00:00",28,13,27881,False,"1d",0.46429,"2019-03-06 00:01:59.588865+00:00"
"2016-11-05 00:00:00+00:00",26,14,27882,False,"1d",0.53846,"2019-03-06 00:01:59.592341+00:00"
"2016-11-06 00:00:00+00:00",26,15,27883,False,"1d",0.57692,"2019-03-06 00:01:59.594964+00:00"
"2016-11-07 00:00:00+00:00",27,16,27884,False,"1d",0.59259,"2019-03-06 00:01:59.597661+00:00"
"2016-11-08 00:00:00+00:00",28,14,27885,False,"1d",0.50000,"2019-03-06 00:01:59.600873+00:00"
"2016-11-09 00:00:00+00:00",62,14,27886,False,"1d",0.22581,"2019-03-06 00:01:59.604024+00:00"
"2016-11-10 00:00:00+00:00",36,15,27887,False,"1d",0.41667,"2019-03-06 00:01:59.607250+00:00"
"2016-11-11 00:00:00+00:00",26,13,27888,False,"1d",0.50000,"2019-03-06 00:01:59.610185+00:00"
"2016-11-12 00:00:00+00:00",34,10,27889,False,"1d",0.29412,"2019-03-06 00:01:59.613740+00:00"
"2016-11-13 00:00:00+00:00",31,13,27890,False,"1d",0.41935,"2019-03-06 00:01:59.619664+00:00"
"2016-11-14 00:00:00+00:00",29,14,27891,False,"1d",0.48276,"2019-03-06 00:01:59.623248+00:00"
"2016-11-15 00:00:00+00:00",36,17,27892,False,"1d",0.47222,"2019-03-06 00:01:59.626987+00:00"
"2016-11-16 00:00:00+00:00",27,14,27893,False,"1d",0.51852,"2019-03-06 00:01:59.630195+00:00"
"2016-11-17 00:00:00+00:00",35,19,27894,False,"1d",0.54286,"2019-03-06 00:01:59.633244+00:00"
"2016-11-18 00:00:00+00:00",35,17,27895,False,"1d",0.48571,"2019-03-06 00:01:59.636514+00:00"
"2016-11-19 00:00:00+00:00",26,15,27896,False,"1d",0.57692,"2019-03-06 00:01:59.639612+00:00"
"2016-11-20 00:00:00+00:00",31,18,27897,False,"1d",0.58065,"2019-03-06 00:01:59.643187+00:00"
"2016-11-21 00:00:00+00:00",31,12,27898,False,"1d",0.38710,"2019-03-06 00:01:59.647347+00:00"
"2016-11-22 00:00:00+00:00",29,18,27899,False,"1d",0.62069,"2019-03-06 00:01:59.651597+00:00"
"2016-11-23 00:00:00+00:00",35,15,27900,False,"1d",0.42857,"2019-03-06 00:01:59.655430+00:00"
"2016-11-24 00:00:00+00:00",30,14,27901,False,"1d",0.46667,"2019-03-06 00:01:59.658628+00:00"
"2016-11-25 00:00:00+00:00",27,17,27902,False,"1d",0.62963,"2019-03-06 00:01:59.661881+00:00"
"2016-11-26 00:00:00+00:00",29,15,27903,False,"1d",0.51724,"2019-03-06 00:01:59.665006+00:00"
"2016-11-27 00:00:00+00:00",28,17,27904,False,"1d",0.60714,"2019-03-06 00:01:59.668258+00:00"
"2016-11-28 00:00:00+00:00",32,20,27905,False,"1d",0.62500,"2019-03-06 00:01:59.671816+00:00"
"2016-11-29 00:00:00+00:00",32,17,27906,False,"1d",0.53125,"2019-03-06 00:01:59.674604+00:00"
"2016-11-30 00:00:00+00:00",32,14,27907,False,"1d",0.43750,"2019-03-06 00:01:59.678531+00:00"
"2016-12-01 00:00:00+00:00",37,16,27908,False,"1d",0.43243,"2019-03-06 00:01:59.681968+00:00"
"2016-12-02 00:00:00+00:00",36,19,27909,False,"1d",0.52778,"2019-03-06 00:01:59.685195+00:00"
"2016-12-03 00:00:00+00:00",34,14,27910,False,"1d",0.41176,"2019-03-06 00:01:59.688638+00:00"
"2016-12-04 00:00:00+00:00",31,18,27911,False,"1d",0.58065,"2019-03-06 00:01:59.692482+00:00"
"2016-12-05 00:00:00+00:00",35,13,27912,False,"1d",0.37143,"2019-03-06 00:01:59.696412+00:00"
"2016-12-06 00:00:00+00:00",32,15,27913,False,"1d",0.46875,"2019-03-06 00:01:59.700180+00:00"
"2016-12-07 00:00:00+00:00",32,19,27914,False,"1d",0.59375,"2019-03-06 00:01:59.704054+00:00"
"2016-12-08 00:00:00+00:00",27,16,27915,False,"1d",0.59259,"2019-03-06 00:01:59.707678+00:00"
"2016-12-09 00:00:00+00:00",29,20,27916,False,"1d",0.68966,"2019-03-06 00:01:59.710987+00:00"
"2016-12-10 00:00:00+00:00",29,19,27917,False,"1d",0.65517,"2019-03-06 00:01:59.714537+00:00"
"2016-12-11 00:00:00+00:00",29,17,27918,False,"1d",0.58621,"2019-03-06 00:01:59.717791+00:00"
"2016-12-12 00:00:00+00:00",25,17,27919,False,"1d",0.68000,"2019-03-06 00:01:59.721575+00:00"
"2016-12-13 00:00:00+00:00",27,20,27920,False,"1d",0.74074,"2019-03-06 00:01:59.725276+00:00"
"2016-12-14 00:00:00+00:00",30,21,27921,False,"1d",0.70000,"2019-03-06 00:01:59.729045+00:00"
"2016-12-15 00:00:00+00:00",29,15,27922,False,"1d",0.51724,"2019-03-06 00:01:59.732646+00:00"
"2016-12-16 00:00:00+00:00",29,18,27923,False,"1d",0.62069,"2019-03-06 00:01:59.736950+00:00"
"2016-12-17 00:00:00+00:00",34,15,27924,False,"1d",0.44118,"2019-03-06 00:01:59.740352+00:00"
"2016-12-18 00:00:00+00:00",28,11,27925,False,"1d",0.39286,"2019-03-06 00:01:59.743051+00:00"
"2016-12-19 00:00:00+00:00",31,21,27926,False,"1d",0.67742,"2019-03-06 00:01:59.746096+00:00"
"2016-12-20 00:00:00+00:00",30,17,27927,False,"1d",0.56667,"2019-03-06 00:01:59.749314+00:00"
"2016-12-21 00:00:00+00:00",43,17,27928,False,"1d",0.39535,"2019-03-06 00:01:59.754312+00:00"
"2016-12-22 00:00:00+00:00",55,16,27929,False,"1d",0.29091,"2019-03-06 00:01:59.757854+00:00"
"2016-12-23 00:00:00+00:00",56,25,27930,False,"1d",0.44643,"2019-03-06 00:01:59.762171+00:00"
"2016-12-24 00:00:00+00:00",63,19,27931,False,"1d",0.30159,"2019-03-06 00:01:59.766029+00:00"
"2016-12-25 00:00:00+00:00",39,17,27932,False,"1d",0.43590,"2019-03-06 00:01:59.769273+00:00"
"2016-12-26 00:00:00+00:00",43,23,27933,False,"1d",0.53488,"2019-03-06 00:01:59.772642+00:00"
"2016-12-27 00:00:00+00:00",43,19,27934,False,"1d",0.44186,"2019-03-06 00:01:59.775840+00:00"
"2016-12-28 00:00:00+00:00",62,24,27935,False,"1d",0.38710,"2019-03-06 00:01:59.779057+00:00"
"2016-12-29 00:00:00+00:00",65,25,27936,False,"1d",0.38462,"2019-03-06 00:01:59.782605+00:00"
"2016-12-30 00:00:00+00:00",51,21,27937,False,"1d",0.41176,"2019-03-06 00:01:59.786322+00:00"
"2016-12-31 00:00:00+00:00",41,19,27938,False,"1d",0.46341,"2019-03-06 00:01:59.790150+00:00"
"2017-01-01 00:00:00+00:00",46,18,27939,False,"1d",0.39130,"2019-03-06 00:01:59.793952+00:00"
"2017-01-02 00:00:00+00:00",72,31,27940,False,"1d",0.43056,"2019-03-06 00:01:59.797956+00:00"
"2017-01-03 00:00:00+00:00",61,29,27941,False,"1d",0.47541,"2019-03-06 00:01:59.801554+00:00"
"2017-01-04 00:00:00+00:00",84,28,27942,False,"1d",0.33333,"2019-03-06 00:01:59.804998+00:00"
"2017-01-05 00:00:00+00:00",100,31,27943,False,"1d",0.31000,"2019-03-06 00:01:59.808578+00:00"
"2017-01-06 00:00:00+00:00",94,29,27944,False,"1d",0.30851,"2019-03-06 00:01:59.811747+00:00"
"2017-01-07 00:00:00+00:00",73,27,27945,False,"1d",0.36986,"2019-03-06 00:01:59.815041+00:00"
"2017-01-08 00:00:00+00:00",60,33,27946,False,"1d",0.55000,"2019-03-06 00:01:59.818407+00:00"
"2017-01-09 00:00:00+00:00",52,25,27947,False,"1d",0.48077,"2019-03-06 00:01:59.822186+00:00"
"2017-01-10 00:00:00+00:00",47,20,27948,False,"1d",0.42553,"2019-03-06 00:01:59.825559+00:00"
"2017-01-11 00:00:00+00:00",62,23,27949,False,"1d",0.37097,"2019-03-06 00:01:59.828835+00:00"
"2017-01-12 00:00:00+00:00",63,25,27950,False,"1d",0.39683,"2019-03-06 00:01:59.832686+00:00"
"2017-01-13 00:00:00+00:00",53,23,27951,False,"1d",0.43396,"2019-03-06 00:01:59.835942+00:00"
"2017-01-14 00:00:00+00:00",42,19,27952,False,"1d",0.45238,"2019-03-06 00:01:59.839124+00:00"
"2017-01-15 00:00:00+00:00",42,16,27953,False,"1d",0.38095,"2019-03-06 00:01:59.844481+00:00"
"2017-01-16 00:00:00+00:00",44,20,27954,False,"1d",0.45455,"2019-03-06 00:01:59.847559+00:00"
"2017-01-17 00:00:00+00:00",55,21,27955,False,"1d",0.38182,"2019-03-06 00:01:59.851033+00:00"
"2017-01-18 00:00:00+00:00",49,25,27956,False,"1d",0.51020,"2019-03-06 00:01:59.854711+00:00"
"2017-01-19 00:00:00+00:00",45,19,27957,False,"1d",0.42222,"2019-03-06 00:01:59.858063+00:00"
"2017-01-20 00:00:00+00:00",39,19,27958,False,"1d",0.48718,"2019-03-06 00:01:59.861661+00:00"
"2017-01-21 00:00:00+00:00",42,18,27959,False,"1d",0.42857,"2019-03-06 00:01:59.867464+00:00"
"2017-01-22 00:00:00+00:00",39,18,27960,False,"1d",0.46154,"2019-03-06 00:01:59.870520+00:00"
"2017-01-23 00:00:00+00:00",38,20,27961,False,"1d",0.52632,"2019-03-06 00:01:59.873990+00:00"
"2017-01-24 00:00:00+00:00",40,15,27962,False,"1d",0.37500,"2019-03-06 00:01:59.877218+00:00"
"2017-01-25 00:00:00+00:00",40,13,27963,False,"1d",0.32500,"2019-03-06 00:01:59.880631+00:00"
"2017-01-26 00:00:00+00:00",34,19,27964,False,"1d",0.55882,"2019-03-06 00:01:59.884050+00:00"
"2017-01-27 00:00:00+00:00",34,20,27965,False,"1d",0.58824,"2019-03-06 00:01:59.886939+00:00"
"2017-01-28 00:00:00+00:00",32,19,27966,False,"1d",0.59375,"2019-03-06 00:01:59.891387+00:00"
"2017-01-29 00:00:00+00:00",30,19,27967,False,"1d",0.63333,"2019-03-06 00:01:59.895161+00:00"
"2017-01-30 00:00:00+00:00",37,16,27968,False,"1d",0.43243,"2019-03-06 00:01:59.898608+00:00"
"2017-01-31 00:00:00+00:00",38,18,27969,False,"1d",0.47368,"2019-03-06 00:01:59.901963+00:00"
"2017-02-01 00:00:00+00:00",41,21,27970,False,"1d",0.51220,"2019-03-06 00:01:59.905282+00:00"
"2017-02-02 00:00:00+00:00",53,20,27971,False,"1d",0.37736,"2019-03-06 00:01:59.912334+00:00"
"2017-02-03 00:00:00+00:00",52,20,27972,False,"1d",0.38462,"2019-03-06 00:01:59.916601+00:00"
"2017-02-04 00:00:00+00:00",45,18,27973,False,"1d",0.40000,"2019-03-06 00:01:59.921473+00:00"
"2017-02-05 00:00:00+00:00",47,20,27974,False,"1d",0.42553,"2019-03-06 00:01:59.926779+00:00"
"2017-02-06 00:00:00+00:00",40,19,27975,False,"1d",0.47500,"2019-03-06 00:01:59.932356+00:00"
"2017-02-07 00:00:00+00:00",43,16,27976,False,"1d",0.37209,"2019-03-06 00:01:59.936699+00:00"
"2017-02-08 00:00:00+00:00",43,18,27977,False,"1d",0.41860,"2019-03-06 00:01:59.941708+00:00"
"2017-02-09 00:00:00+00:00",48,17,27978,False,"1d",0.35417,"2019-03-06 00:01:59.945432+00:00"
"2017-02-10 00:00:00+00:00",46,19,27979,False,"1d",0.41304,"2019-03-06 00:01:59.948631+00:00"
"2017-02-11 00:00:00+00:00",39,17,27980,False,"1d",0.43590,"2019-03-06 00:01:59.951956+00:00"
"2017-02-12 00:00:00+00:00",39,16,27981,False,"1d",0.41026,"2019-03-06 00:01:59.954969+00:00"
"2017-02-13 00:00:00+00:00",33,16,27982,False,"1d",0.48485,"2019-03-06 00:01:59.958418+00:00"
"2017-02-14 00:00:00+00:00",40,14,27983,False,"1d",0.35000,"2019-03-06 00:01:59.963572+00:00"
"2017-02-15 00:00:00+00:00",31,17,27984,False,"1d",0.54839,"2019-03-06 00:01:59.967115+00:00"
"2017-02-16 00:00:00+00:00",32,15,27985,False,"1d",0.46875,"2019-03-06 00:01:59.971008+00:00"
"2017-02-17 00:00:00+00:00",42,15,27986,False,"1d",0.35714,"2019-03-06 00:01:59.975422+00:00"
"2017-02-18 00:00:00+00:00",37,18,27987,False,"1d",0.48649,"2019-03-06 00:01:59.980795+00:00"
"2017-02-19 00:00:00+00:00",36,15,27988,False,"1d",0.41667,"2019-03-06 00:01:59.985148+00:00"
"2017-02-20 00:00:00+00:00",32,19,27989,False,"1d",0.59375,"2019-03-06 00:01:59.988623+00:00"
"2017-02-21 00:00:00+00:00",52,16,27990,False,"1d",0.30769,"2019-03-06 00:01:59.992319+00:00"
"2017-02-22 00:00:00+00:00",49,22,27991,False,"1d",0.44898,"2019-03-06 00:01:59.999676+00:00"
"2017-02-23 00:00:00+00:00",53,22,27992,False,"1d",0.41509,"2019-03-06 00:02:00.004143+00:00"
"2017-02-24 00:00:00+00:00",62,21,27993,False,"1d",0.33871,"2019-03-06 00:02:00.007300+00:00"
"2017-02-25 00:00:00+00:00",56,16,27994,False,"1d",0.28571,"2019-03-06 00:02:00.010084+00:00"
"2017-02-26 00:00:00+00:00",39,21,27995,False,"1d",0.53846,"2019-03-06 00:02:00.013524+00:00"
"2017-02-27 00:00:00+00:00",56,24,27996,False,"1d",0.42857,"2019-03-06 00:02:00.017237+00:00"
"2017-02-28 00:00:00+00:00",49,20,27997,False,"1d",0.40816,"2019-03-06 00:02:00.021164+00:00"
"2017-03-01 00:00:00+00:00",54,23,27998,False,"1d",0.42593,"2019-03-06 00:02:00.024339+00:00"
"2017-03-02 00:00:00+00:00",60,27,27999,False,"1d",0.45000,"2019-03-06 00:02:00.029200+00:00"
