"id","cash_bank","crypto_bank","signal_simulation_id","user_id"
12795,"1.0","0.0",82137,1
12796,"0.0","0.001451685517940270776802582223",82445,1
12797,"0.7797245493507242161453472831","0.0",82446,1
12798,"0.0","0.001068795897321959268802336943",82448,1
12799,"0.8617139133464966233777852742","0.0",82449,1
12800,"0.0","0.0009059731001158722918986056936",82453,1
12801,"0.8744204850467447705095195456","0.0",82454,1
12802,"0.0","0.0007716872302846825266353553015",82456,1
12803,"0.8648636480132409653076082495","0.0",82457,1
12804,"0.0","0.0008339570496412666864787039162",82459,1
12805,"0.8804688691549612542743362416","0.0",82460,1
12806,"0.0","0.0007738695055673211208578488494",82461,1
12807,"0.7932619324621128435182705180","0.0",82462,1
12808,"0.0","0.001009159086091434637801072208",82465,1
12809,"0.8880556765595740099246937545","0.0",82468,1
12810,"0.0","0.001296113614282168559172654036",82476,1
12811,"0.7912862269363855954078500299","0.0",82477,1
12812,"0.0","0.001163478631601781833046173776",82550,1
12813,"0.7819924643402274062858421681","0.0",82551,1
12814,"0.0","0.0005319959852694112859952953469",83705,1
12815,"0.7927867214009021409139281702","0.0",83706,1
12816,"0.0","0.0004666252838216674857842905331",83712,1
12817,"0.8121005705446700307676079896","0.0",83713,1
12818,"0.0","0.0004510806618332749671513461316",83717,1
12819,"0.8166860941638288441046803999","0.0",83718,1
12820,"0.0","0.0004242884564361222432195635231",83722,1
12821,"0.8374403549402071598867747985","0.0",83723,1
12822,"0.0","0.0004020226781135710031313555394",83724,1
12823,"0.8272660896295391201465374232","0.0",83725,1
12824,"0.0","0.0003592727746625655516839554715",83727,1
12825,"0.8325579764075648996861331444","0.0",83729,1
12826,"0.0","0.0003845869256828974697181096742",83732,1
12827,"0.8298487768848072694345521040","0.0",83734,1
12828,"0.0","0.0003649907133773281840946784025",83735,1
12829,"0.9253050207987150695910256444","0.0",83738,1
12830,"0.0","0.0003445619853905822279091100702",83740,1
12831,"0.9241859213719848514788219249","0.0",83742,1
12832,"0.0","0.0003300261809065264705183167713",83743,1
12833,"0.9300501697815601565945207163","0.0",83744,1
12834,"0.0","0.0003140202745071044593661487875",83746,1
12835,"0.8216446432919006876359873164","0.0",83747,1
12836,"0.0","0.0003118444021410631543270858395",83752,1
12837,"0.7808823107821984222108544594","0.0",83753,1
12838,"0.0","0.0003018643247508547864140544268",83754,1
12839,"0.7940281670556976747103736100","0.0",83756,1
12840,"0.0","0.0003132233744441119105169658779",83762,1
12841,"0.7969677621603881761083371243","0.0",83763,1
12842,"0.0","0.0003194996465859783877240693146",83767,1
12843,"0.8120478483445750310490126125","0.0",83768,1
12844,"0.0","0.0003411046372024799933541494927",83777,1
12845,"0.7986284917449487299280662197","0.0",83778,1
12846,"0.0","0.0003582859732057182994030764064",83782,1
12847,"0.8261770787275780176260708003","0.0",83783,1
12848,"0.0","0.0002892790327242094775510636915",83785,1
12849,"0.7684248745755159704981482000","0.0",83786,1
12850,"0.0","0.0002718495157777165013711251598",83787,1
12851,"0.7477386188786733644073981027","0.0",83788,1
12852,"0.0","0.0002806107940419634355614415073",83792,1
12853,"0.7613911870656287731163063387","0.0",83794,1
12854,"0.0","0.0002648585402706831252921970138",83796,1
12855,"0.7242568278562477808762765024","0.0",83797,1
12856,"0.0","0.0002590820181068194483671152480",83799,1
12857,"0.7426890884934483971206307332","0.0",83800,1
12858,"0.0","0.0002278320704721508173651997910",83801,1
12859,"0.7371169995459110045803300419","0.0",83802,1
12860,"0.0","0.0002167995702420175655603075059",83803,1
12861,"0.7439392679342481351149626989","0.0",83804,1
12862,"0.0","0.0002036535868116748942583986646",83807,1
12863,"0.8477877406790444195032098676","0.0",83811,1
12864,"0.0","0.0001936731257555458642339683107",83812,1
12865,"0.8277828426163837732065443163","0.0",83813,1
12866,"0.0","0.0002021005411646840439737861123",83818,1
12867,"0.8380328242667629333889333804","0.0",83819,1
12868,"0.0","0.0001938488466536211502896078270",83820,1
12869,"0.8442896989981095955465230755","0.0",83821,1
12870,"0.0","0.0001839741869665965512750689080",83825,1
12871,"0.8419135215146026884776335149","0.0",83826,1
12872,"0.0","0.0001780401391305835646018987911",83827,1
12873,"0.8192519583675820118618059600","0.0",83829,1
12874,"0.0","0.0001851051672900883865541495861",83832,1
12875,"0.8557609724223585756865884440","0.0",83834,1
12876,"0.0","0.0002092698025525317632973874929",83845,1
12877,"0.8147850640567041102742364909","0.0",83846,1
12878,"0.0","0.0002152461380895395096083818728",83850,1
12879,"0.7892312642462362119192242914","0.0",83851,1
12880,"0.0","0.0001879564135689000594864257041",83854,1
12881,"0.7856105414391179416662997968","0.0",83855,1
12882,"0.0","0.0001808411978415654080038733282",83857,1
12883,"0.7933269539724785089213914700","0.0",83858,1
12884,"0.0","0.0001838422863665091948855760317",83862,1
12885,"0.8013250089640077641147045575","0.0",83863,1
12886,"0.0","0.0001745310474387083677031380212",83865,1
12887,"0.8316571174870281406899867059","0.0",83867,1
12888,"0.0","0.0001528847577384997326042434794",83869,1
12889,"0.8711464706986181552730265148","0.0",83872,1
12890,"0.0","0.0001530548294743234036003045519",83876,1
12891,"0.9217436622330267663440648620","0.0",83878,1
12892,"0.0","0.0001613203855058896051720105007",83882,1
12893,"0.9290125442478094291199407766","0.0",83884,1
12894,"0.0","0.0001515848966359499488375967514",83886,1
12895,"0.9254732294241787254710179164","0.0",83887,1
12896,"0.0","0.0001435569976691933964996527769",83888,1
12897,"1.061913116175626287871747058","0.0",83893,1
12898,"0.0","0.0001491711104132527984116380857",83895,1
12899,"1.067561857674333450613183716","0.0",83897,1
12900,"0.0","0.0001633036366839956561536434774",83901,1
12901,"1.080593649552316621129944058","0.0",83902,1
12902,"0.0","0.0001482030580889601779773034855",83903,1
12903,"1.140876826238661563616913048","0.0",83905,1
12904,"0.0","0.0001420059880119943020818701162",83907,1
12905,"1.151434883403640772540232800","0.0",83909,1
12906,"0.0","0.0001398904401404587675202162290",83910,1
12907,"1.119572313437015555765925164","0.0",83911,1
12908,"0.0","0.0001366838877734260170555414959",83912,1
12909,"1.348790759945126744607594187","0.0",83917,1
12910,"0.0","0.0001346069234093421174687134149",83918,1
12911,"1.470187312778652833398186953","0.0",83920,1
12912,"0.0","0.0001308860885611007902238058590",83921,1
12913,"1.529823313026238699974103852","0.0",83923,1
12914,"0.0","0.0001107211356432761735658354792",83924,1
12915,"1.799004012829357992450149434","0.0",83926,1
12916,"0.0","0.0001071294108903509702540615138",83929,1
12917,"1.753539664246540654973764384","0.0",83931,1
12918,"0.0","0.0001058216629577977718361391544",83932,1
12919,"2.027159265089540078687597734","0.0",83935,1
12920,"0.0","0.0001380247435506191607332824963",83941,1
12921,"1.912987059178258406781504745","0.0",83942,1
12922,"0.0","0.0001364344968149574476455825121",83949,1
12923,"1.850007225490233033869144676","0.0",83950,1
12924,"0.0","0.0001217642771531069680332040196",83952,1
12925,"1.972632082630904529178550488","0.0",83956,1
12926,"0.0","0.0001316033120404917797671504861",83959,1
12927,"1.768331857738289323095759735","0.0",83960,1
12928,"0.0","0.0001263726516741283519304787946",83961,1
12929,"1.737890733186948923995008666","0.0",83963,1
12930,"0.0","0.0001355354738251531704660400120",83969,1
12931,"1.569438234563393929305509852","0.0",83970,1
12932,"0.0","0.0001375357833589149526125369057",83976,1
12933,"1.538315075098439696554483323","0.0",83978,1
12934,"0.0","0.0001770295864979159762469572437",84082,1
12935,"1.536426220749087017483561401","0.0",84083,1
12936,"0.0","0.0001803429860052964574502818843",84089,1
12937,"1.513742117299224492540517700","0.0",84090,1
12938,"0.0","0.0001961987438026941606832695360",84103,1
12939,"1.469294816354963477371351495","0.0",84104,1
12940,"0.0","0.0002172915178477089163044811611",84137,1
12941,"1.457122482326987487828794732","0.0",84138,1
12942,"0.0","0.0002294410171534451483982335679",84145,1
12943,"1.542828910064652407530187207","0.0",84146,1
12944,"0.0","0.0002083077256738643041865776860",84151,1
12945,"1.541322801463407977099414371","0.0",84152,1
12946,"0.0","0.0001995921278677223041824540840",84153,1
12947,"1.629736777015309774957827691","0.0",84155,1
12948,"0.0","0.0002359236917291543723693837408",84188,1
12949,"1.669624400294431739277406848","0.0",84189,1
12950,"0.0","0.0002320955832342250011461994153",84193,1
12951,"1.685865279447423304363612106","0.0",84195,1
12952,"0.0","0.0002609002730543292690855625119",84257,1
12953,"1.678341064285692089210867862","0.0",84258,1
12954,"0.0","0.0004362536521568362022716554095",84315,1
12955,"1.711713539455410964623538662","0.0",84316,1
12956,"0.0","0.0004184841158945371367520629340",84320,1
12957,"1.688061913653435369341610355","0.0",84321,1
12958,"0.0","0.0004545549514331598334532995806",84333,1
12959,"1.614962027307329278632649483","0.0",84334,1
12960,"0.0","0.0004426932666501522055348138862",84353,1
12961,"1.610492016159050030266180751","0.0",84354,1
12962,"0.0","0.0004132207315136367187186714017",84363,1
12963,"1.615262174300533725501561286","0.0",84364,1
12964,"0.0","0.0003900074695194850888203382221",84368,1
12965,"1.467898780160373741065307881","0.0",84369,1
12966,"1.0","0.0",86618,1
12967,"0.0","0.06909040410286455724450886741",86617,1
12968,"1.105308284837627186797652861","0.0",86614,1
12969,"0.0","0.06939709083382790471691076711",86613,1
12970,"1.244790191675446230767218981","0.0",86609,1
12971,"0.0","0.07204143061214552569113376332",86608,1
12972,"1.508590781876694595287755684","0.0",86601,1
12973,"0.0","0.07509742075056535448418149155",86599,1
12974,"1.592457328448303466215055048","0.0",86598,1
