"id","crypto_traded","currency_quoted","data_source","period_close","period_high","period_interval","period_low","period_open","period_start_timestamp","period_volume","search_trend_id","update_timestamp"
9432,"BTC","USD","Nomics https://api.nomics.com/v1/candles",234.1111900000,234.9366800000,"1d",232.2223000000,232.2223000000,"2015-09-25T00:00:00Z",5319327.0000000000,28195,"2019-03-05 23:59:00.335543+00:00"
9433,"BTC","USD","Nomics https://api.nomics.com/v1/candles",234.0773700000,236.1348200000,"1d",234.0773700000,236.1348200000,"2015-09-26T00:00:00Z",2911788.0000000000,28196,"2019-03-05 23:59:00.378365+00:00"
9434,"BTC","USD","Nomics https://api.nomics.com/v1/candles",232.9788600000,233.1571100000,"1d",232.7973000000,232.8418200000,"2015-09-27T00:00:00Z",2076668.0000000000,28197,"2019-03-05 23:59:00.414704+00:00"
9435,"BTC","USD","Nomics https://api.nomics.com/v1/candles",240.3737100000,240.3737100000,"1d",228.7005100000,228.7005100000,"2015-09-28T00:00:00Z",7475445.0000000000,28198,"2019-03-05 23:59:00.450816+00:00"
9436,"BTC","USD","Nomics https://api.nomics.com/v1/candles",237.2229400000,243.7226400000,"1d",237.2229400000,243.7226400000,"2015-09-29T00:00:00Z",6119301.0000000000,28199,"2019-03-05 23:59:00.486302+00:00"
9437,"BTC","USD","Nomics https://api.nomics.com/v1/candles",236.8186500000,239.2404700000,"1d",236.8186500000,239.2404700000,"2015-09-30T00:00:00Z",4198930.0000000000,28200,"2019-03-05 23:59:00.520192+00:00"
9438,"BTC","USD","Nomics https://api.nomics.com/v1/candles",238.2340500000,238.4769200000,"1d",235.9391300000,235.9391300000,"2015-10-01T00:00:00Z",4200650.0000000000,28201,"2019-03-05 23:59:00.557843+00:00"
9439,"BTC","USD","Nomics https://api.nomics.com/v1/candles",237.9860800000,239.4937900000,"1d",236.8318100000,238.2890400000,"2015-10-02T00:00:00Z",4197680.0000000000,28202,"2019-03-05 23:59:00.592554+00:00"
9440,"BTC","USD","Nomics https://api.nomics.com/v1/candles",239.5887300000,240.4219500000,"1d",237.5933100000,237.9140600000,"2015-10-03T00:00:00Z",3252842.0000000000,28203,"2019-03-05 23:59:00.628142+00:00"
9441,"BTC","USD","Nomics https://api.nomics.com/v1/candles",239.2816500000,239.8722500000,"1d",238.5181600000,239.2543800000,"2015-10-04T00:00:00Z",2099845.0000000000,28204,"2019-03-05 23:59:00.665708+00:00"
9442,"BTC","USD","Nomics https://api.nomics.com/v1/candles",241.5371000000,241.6641600000,"1d",236.8571300000,239.3711000000,"2015-10-05T00:00:00Z",6187910.0000000000,28205,"2019-03-05 23:59:00.699709+00:00"
9443,"BTC","USD","Nomics https://api.nomics.com/v1/candles",246.6616700000,248.1311400000,"1d",241.3446900000,241.5784400000,"2015-10-06T00:00:00Z",8380401.0000000000,28206,"2019-03-05 23:59:00.736119+00:00"
9444,"BTC","USD","Nomics https://api.nomics.com/v1/candles",244.1874000000,247.4755800000,"1d",242.4464700000,246.7886300000,"2015-10-07T00:00:00Z",5483724.0000000000,28207,"2019-03-05 23:59:00.769235+00:00"
9445,"BTC","USD","Nomics https://api.nomics.com/v1/candles",242.6706800000,244.8798800000,"1d",242.6706800000,244.3994100000,"2015-10-08T00:00:00Z",4176075.0000000000,28208,"2019-03-05 23:59:00.801696+00:00"
9446,"BTC","USD","Nomics https://api.nomics.com/v1/candles",244.9072400000,244.9072400000,"1d",243.0101400000,243.6539600000,"2015-10-09T00:00:00Z",3133335.0000000000,28209,"2019-03-05 23:59:00.838163+00:00"
9447,"BTC","USD","Nomics https://api.nomics.com/v1/candles",246.0807300000,246.1349900000,"1d",244.0309900000,244.9620100000,"2015-10-10T00:00:00Z",2714736.0000000000,28210,"2019-03-05 23:59:00.871422+00:00"
9448,"BTC","USD","Nomics https://api.nomics.com/v1/candles",248.4617400000,249.2499000000,"1d",244.8712000000,246.0324800000,"2015-10-11T00:00:00Z",3024428.0000000000,28211,"2019-03-05 23:59:00.904083+00:00"
9449,"BTC","USD","Nomics https://api.nomics.com/v1/candles",246.6524900000,248.9187400000,"1d",245.8687800000,248.6381800000,"2015-10-12T00:00:00Z",3613839.0000000000,28212,"2019-03-05 23:59:00.937662+00:00"
9450,"BTC","USD","Nomics https://api.nomics.com/v1/candles",250.7726700000,252.2849500000,"1d",244.6713500000,246.1498600000,"2015-10-13T00:00:00Z",7746342.0000000000,28213,"2019-03-05 23:59:01.024340+00:00"
9451,"BTC","USD","Nomics https://api.nomics.com/v1/candles",253.1026300000,253.1026300000,"1d",247.9039700000,247.9039700000,"2015-10-14T00:00:00Z",6690167.0000000000,28214,"2019-03-05 23:59:01.084651+00:00"
9452,"BTC","USD","Nomics https://api.nomics.com/v1/candles",255.4040900000,257.1809700000,"1d",254.0029600000,254.0029600000,"2015-10-15T00:00:00Z",6485892.0000000000,28215,"2019-03-05 23:59:01.141816+00:00"
9453,"BTC","USD","Nomics https://api.nomics.com/v1/candles",263.1598600000,267.7098600000,"1d",254.7424600000,254.7850100000,"2015-10-16T00:00:00Z",11205170.0000000000,28216,"2019-03-05 23:59:01.196383+00:00"
9454,"BTC","USD","Nomics https://api.nomics.com/v1/candles",272.3320200000,274.7062800000,"1d",260.0881800000,263.3979500000,"2015-10-17T00:00:00Z",18339950.0000000000,28217,"2019-03-05 23:59:01.252691+00:00"
9455,"BTC","USD","Nomics https://api.nomics.com/v1/candles",264.4577700000,273.6707000000,"1d",262.2471000000,272.3466300000,"2015-10-18T00:00:00Z",7899777.0000000000,28218,"2019-03-05 23:59:01.308781+00:00"
9456,"BTC","USD","Nomics https://api.nomics.com/v1/candles",265.1229400000,267.7207100000,"1d",261.7964500000,263.9476500000,"2015-10-19T00:00:00Z",6858419.0000000000,28219,"2019-03-05 23:59:01.362655+00:00"
9457,"BTC","USD","Nomics https://api.nomics.com/v1/candles",270.8031400000,271.9546500000,"1d",264.2023500000,264.2023500000,"2015-10-20T00:00:00Z",7588609.0000000000,28220,"2019-03-05 23:59:01.397138+00:00"
9458,"BTC","USD","Nomics https://api.nomics.com/v1/candles",267.9596500000,271.1534200000,"1d",265.8025500000,271.1534200000,"2015-10-21T00:00:00Z",6596481.0000000000,28221,"2019-03-05 23:59:01.429455+00:00"
9459,"BTC","USD","Nomics https://api.nomics.com/v1/candles",276.2627500000,278.4461000000,"1d",271.3596300000,271.3596300000,"2015-10-22T00:00:00Z",13123252.0000000000,28222,"2019-03-05 23:59:01.466237+00:00"
9460,"BTC","USD","Nomics https://api.nomics.com/v1/candles",278.4860200000,278.4860200000,"1d",274.3235800000,274.3235800000,"2015-10-23T00:00:00Z",9006058.0000000000,28223,"2019-03-05 23:59:01.500371+00:00"
9461,"BTC","USD","Nomics https://api.nomics.com/v1/candles",284.2309900000,284.4836800000,"1d",278.9143500000,278.9143500000,"2015-10-24T00:00:00Z",7188787.0000000000,28224,"2019-03-05 23:59:01.533475+00:00"
9462,"BTC","USD","Nomics https://api.nomics.com/v1/candles",284.9526400000,295.2679300000,"1d",282.3880100000,284.6074200000,"2015-10-25T00:00:00Z",18012146.0000000000,28225,"2019-03-05 23:59:01.571481+00:00"
9463,"BTC","USD","Nomics https://api.nomics.com/v1/candles",286.4836400000,288.4219300000,"1d",286.4836400000,288.4219300000,"2015-10-26T00:00:00Z",9575332.0000000000,28226,"2019-03-05 23:59:01.605653+00:00"
9464,"BTC","USD","Nomics https://api.nomics.com/v1/candles",294.7165500000,296.8658600000,"1d",290.7183200000,290.7183200000,"2015-10-27T00:00:00Z",15691642.0000000000,28227,"2019-03-05 23:59:01.641410+00:00"
9465,"BTC","USD","Nomics https://api.nomics.com/v1/candles",303.7563300000,305.2897700000,"1d",297.2241800000,297.2241800000,"2015-10-28T00:00:00Z",21408261.0000000000,28228,"2019-03-05 23:59:01.677742+00:00"
9466,"BTC","USD","Nomics https://api.nomics.com/v1/candles",313.9732000000,319.5540800000,"1d",305.0057000000,306.8360600000,"2015-10-29T00:00:00Z",26904681.0000000000,28229,"2019-03-05 23:59:01.731274+00:00"
9467,"BTC","USD","Nomics https://api.nomics.com/v1/candles",328.0573300000,332.8708400000,"1d",312.7690100000,312.7690100000,"2015-10-30T00:00:00Z",34338342.0000000000,28230,"2019-03-05 23:59:01.768760+00:00"
9468,"BTC","USD","Nomics https://api.nomics.com/v1/candles",314.8747800000,334.0634200000,"1d",307.0753400000,327.8562100000,"2015-10-31T00:00:00Z",24068021.0000000000,28231,"2019-03-05 23:59:01.803853+00:00"
9469,"BTC","USD","Nomics https://api.nomics.com/v1/candles",329.1134900000,331.9344300000,"1d",312.8187500000,316.0191100000,"2015-11-01T00:00:00Z",14971763.0000000000,28232,"2019-03-05 23:59:01.844410+00:00"
9470,"BTC","USD","Nomics https://api.nomics.com/v1/candles",364.2033700000,370.4355800000,"1d",326.5890000000,328.9141700000,"2015-11-02T00:00:00Z",39706061.0000000000,28233,"2019-03-05 23:59:01.878651+00:00"
9471,"BTC","USD","Nomics https://api.nomics.com/v1/candles",404.3778600000,422.2529400000,"1d",360.4421800000,363.8174900000,"2015-11-03T00:00:00Z",101220706.0000000000,28234,"2019-03-05 23:59:01.914444+00:00"
9472,"BTC","USD","Nomics https://api.nomics.com/v1/candles",409.5144300000,500.6403500000,"1d",368.6876400000,403.6499300000,"2015-11-04T00:00:00Z",153288574.0000000000,28235,"2019-03-05 23:59:01.950980+00:00"
9473,"BTC","USD","Nomics https://api.nomics.com/v1/candles",387.2596500000,448.8866100000,"1d",369.2119400000,409.1720100000,"2015-11-05T00:00:00Z",81567576.0000000000,28236,"2019-03-05 23:59:01.986623+00:00"
9474,"BTC","USD","Nomics https://api.nomics.com/v1/candles",375.5021100000,396.2570700000,"1d",352.2908900000,387.8982800000,"2015-11-06T00:00:00Z",55856160.0000000000,28237,"2019-03-05 23:59:02.020470+00:00"
9475,"BTC","USD","Nomics https://api.nomics.com/v1/candles",385.5152900000,392.1649100000,"1d",372.7243000000,375.5585600000,"2015-11-07T00:00:00Z",19777122.0000000000,28238,"2019-03-05 23:59:02.061040+00:00"
9476,"BTC","USD","Nomics https://api.nomics.com/v1/candles",374.5972800000,389.8932400000,"1d",368.3955800000,386.5346600000,"2015-11-08T00:00:00Z",17231283.0000000000,28239,"2019-03-05 23:59:02.095691+00:00"
9477,"BTC","USD","Nomics https://api.nomics.com/v1/candles",380.5381300000,385.3360600000,"1d",363.1562200000,373.8542700000,"2015-11-09T00:00:00Z",23513455.0000000000,28240,"2019-03-05 23:59:02.129253+00:00"
9478,"BTC","USD","Nomics https://api.nomics.com/v1/candles",339.3390800000,382.3355500000,"1d",326.0708200000,380.1404200000,"2015-11-10T00:00:00Z",42497740.0000000000,28241,"2019-03-05 23:59:02.165458+00:00"
9479,"BTC","USD","Nomics https://api.nomics.com/v1/candles",314.2267200000,342.7294300000,"1d",299.8623800000,338.9847700000,"2015-11-11T00:00:00Z",51074242.0000000000,28242,"2019-03-05 23:59:02.200603+00:00"
9480,"BTC","USD","Nomics https://api.nomics.com/v1/candles",336.8631400000,346.1488200000,"1d",314.6355200000,314.7505700000,"2015-11-12T00:00:00Z",31240448.0000000000,28243,"2019-03-05 23:59:02.237754+00:00"
9481,"BTC","USD","Nomics https://api.nomics.com/v1/candles",338.5652800000,343.4794700000,"1d",326.5818000000,337.2442100000,"2015-11-13T00:00:00Z",17009197.0000000000,28244,"2019-03-05 23:59:02.272405+00:00"
9482,"BTC","USD","Nomics https://api.nomics.com/v1/candles",334.1091100000,377.1448800000,"1d",329.1383900000,338.5381900000,"2015-11-14T00:00:00Z",10929888.0000000000,28245,"2019-03-05 23:59:02.306905+00:00"
9483,"BTC","USD","Nomics https://api.nomics.com/v1/candles",321.5844100000,336.6029700000,"1d",316.5261200000,334.0696100000,"2015-11-15T00:00:00Z",14679111.0000000000,28246,"2019-03-05 23:59:02.340746+00:00"
9484,"BTC","USD","Nomics https://api.nomics.com/v1/candles",332.6157800000,334.5019900000,"1d",316.6417400000,321.8923300000,"2015-11-16T00:00:00Z",13908767.0000000000,28247,"2019-03-05 23:59:02.393015+00:00"
9485,"BTC","USD","Nomics https://api.nomics.com/v1/candles",336.3477000000,341.1623800000,"1d",332.4688200000,333.2103400000,"2015-11-17T00:00:00Z",15211470.0000000000,28248,"2019-03-05 23:59:02.459404+00:00"
9486,"BTC","USD","Nomics https://api.nomics.com/v1/candles",335.6471100000,338.7061100000,"1d",329.9184400000,336.3314900000,"2015-11-18T00:00:00Z",9957403.0000000000,28249,"2019-03-05 23:59:02.517136+00:00"
9487,"BTC","USD","Nomics https://api.nomics.com/v1/candles",326.3459900000,336.4650400000,"1d",324.3787600000,335.9235900000,"2015-11-19T00:00:00Z",11083528.0000000000,28250,"2019-03-05 23:59:02.578146+00:00"
9488,"BTC","USD","Nomics https://api.nomics.com/v1/candles",322.7170600000,326.7683900000,"1d",310.8210100000,326.3577400000,"2015-11-20T00:00:00Z",15642645.0000000000,28251,"2019-03-05 23:59:02.641061+00:00"
9489,"BTC","USD","Nomics https://api.nomics.com/v1/candles",328.1802100000,329.4190700000,"1d",319.9469100000,323.4665300000,"2015-11-21T00:00:00Z",6942385.0000000000,28252,"2019-03-05 23:59:02.705493+00:00"
9490,"BTC","USD","Nomics https://api.nomics.com/v1/candles",325.2161400000,328.0713900000,"1d",321.6158500000,328.0713900000,"2015-11-22T00:00:00Z",4635088.0000000000,28253,"2019-03-05 23:59:02.747551+00:00"
9491,"BTC","USD","Nomics https://api.nomics.com/v1/candles",323.8624000000,326.6302000000,"1d",322.1524200000,324.6294100000,"2015-11-23T00:00:00Z",6263482.0000000000,28254,"2019-03-05 23:59:02.783664+00:00"
9492,"BTC","USD","Nomics https://api.nomics.com/v1/candles",320.9024100000,323.6665600000,"1d",317.4979700000,323.4690000000,"2015-11-24T00:00:00Z",6902759.0000000000,28255,"2019-03-05 23:59:02.817295+00:00"
9493,"BTC","USD","Nomics https://api.nomics.com/v1/candles",329.4218800000,330.9941000000,"1d",316.5233400000,320.2133300000,"2015-11-25T00:00:00Z",12602932.0000000000,28256,"2019-03-05 23:59:02.854845+00:00"
9494,"BTC","USD","Nomics https://api.nomics.com/v1/candles",353.8033100000,368.9412100000,"1d",329.7614700000,329.7614700000,"2015-11-26T00:00:00Z",43135822.0000000000,28257,"2019-03-05 23:59:02.887990+00:00"
9495,"BTC","USD","Nomics https://api.nomics.com/v1/candles",358.8711400000,366.3319100000,"1d",348.3513600000,353.5854700000,"2015-11-27T00:00:00Z",19719009.0000000000,28258,"2019-03-05 23:59:02.921697+00:00"
9496,"BTC","USD","Nomics https://api.nomics.com/v1/candles",358.5649500000,361.4764500000,"1d",351.5284900000,359.3755100000,"2015-11-28T00:00:00Z",11540289.0000000000,28259,"2019-03-05 23:59:02.958465+00:00"
9497,"BTC","USD","Nomics https://api.nomics.com/v1/candles",373.3565500000,374.7670000000,"1d",355.6109200000,358.1486000000,"2015-11-29T00:00:00Z",15212005.0000000000,28260,"2019-03-05 23:59:02.992511+00:00"
9498,"BTC","USD","Nomics https://api.nomics.com/v1/candles",377.0197000000,383.9842700000,"1d",368.3899000000,373.1763700000,"2015-11-30T00:00:00Z",28124080.0000000000,28261,"2019-03-05 23:59:03.025324+00:00"
9499,"BTC","USD","Nomics https://api.nomics.com/v1/candles",362.7976600000,379.5836200000,"1d",353.9148400000,377.1985700000,"2015-12-01T00:00:00Z",24067079.0000000000,28262,"2019-03-05 23:59:03.059507+00:00"
9500,"BTC","USD","Nomics https://api.nomics.com/v1/candles",359.4412200000,363.1378800000,"1d",346.8197600000,362.3160600000,"2015-12-02T00:00:00Z",18821860.0000000000,28263,"2019-03-05 23:59:03.097558+00:00"
9501,"BTC","USD","Nomics https://api.nomics.com/v1/candles",359.7318700000,371.3053600000,"1d",353.5492900000,359.7401200000,"2015-12-03T00:00:00Z",17669873.0000000000,28264,"2019-03-05 23:59:03.130687+00:00"
9502,"BTC","USD","Nomics https://api.nomics.com/v1/candles",363.9547400000,364.7616300000,"1d",355.4441300000,361.6846600000,"2015-12-04T00:00:00Z",10153418.0000000000,28265,"2019-03-05 23:59:03.165295+00:00"
9503,"BTC","USD","Nomics https://api.nomics.com/v1/candles",389.1372000000,393.4111000000,"1d",363.0853000000,363.7264300000,"2015-12-05T00:00:00Z",25873122.0000000000,28266,"2019-03-05 23:59:03.201531+00:00"
9504,"BTC","USD","Nomics https://api.nomics.com/v1/candles",390.0215300000,405.9420000000,"1d",384.8092400000,389.3569300000,"2015-12-06T00:00:00Z",33081613.0000000000,28267,"2019-03-05 23:59:03.239505+00:00"
9505,"BTC","USD","Nomics https://api.nomics.com/v1/candles",395.8234200000,401.7330100000,"1d",383.8883700000,388.9902900000,"2015-12-07T00:00:00Z",20740692.0000000000,28268,"2019-03-05 23:59:03.274420+00:00"
9506,"BTC","USD","Nomics https://api.nomics.com/v1/candles",420.0735200000,420.2028100000,"1d",388.4134500000,396.4936300000,"2015-12-08T00:00:00Z",21166106.0000000000,28269,"2019-03-05 23:59:03.314009+00:00"
9507,"BTC","USD","Nomics https://api.nomics.com/v1/candles",417.9915800000,425.5983400000,"1d",403.7786200000,419.6875800000,"2015-12-09T00:00:00Z",34312244.0000000000,28270,"2019-03-05 23:59:03.353416+00:00"
9508,"BTC","USD","Nomics https://api.nomics.com/v1/candles",415.2030800000,421.1192000000,"1d",410.5893800000,418.4570100000,"2015-12-10T00:00:00Z",15594270.0000000000,28271,"2019-03-05 23:59:03.386692+00:00"
9509,"BTC","USD","Nomics https://api.nomics.com/v1/candles",454.8356900000,456.1007500000,"1d",415.2764100000,415.2764100000,"2015-12-11T00:00:00Z",48180621.0000000000,28272,"2019-03-05 23:59:03.420714+00:00"
9510,"BTC","USD","Nomics https://api.nomics.com/v1/candles",435.3743200000,471.5094100000,"1d",403.7887100000,454.5509000000,"2015-12-12T00:00:00Z",68637238.0000000000,28273,"2019-03-05 23:59:03.459186+00:00"
9511,"BTC","USD","Nomics https://api.nomics.com/v1/candles",433.0081600000,443.1437900000,"1d",416.5536100000,435.2615200000,"2015-12-13T00:00:00Z",21261833.0000000000,28274,"2019-03-05 23:59:03.492451+00:00"
9512,"BTC","USD","Nomics https://api.nomics.com/v1/candles",443.7166700000,449.8127100000,"1d",428.8740600000,433.2944900000,"2015-12-14T00:00:00Z",91447860.0000000000,28275,"2019-03-05 23:59:03.525647+00:00"
9513,"BTC","USD","Nomics https://api.nomics.com/v1/candles",465.6299800000,466.6359000000,"1d",442.2591200000,442.7402500000,"2015-12-15T00:00:00Z",30712599.0000000000,28276,"2019-03-05 23:59:03.558641+00:00"
9514,"BTC","USD","Nomics https://api.nomics.com/v1/candles",454.5128600000,467.4285400000,"1d",439.6738600000,465.3202600000,"2015-12-16T00:00:00Z",53850691.0000000000,28277,"2019-03-05 23:59:03.591427+00:00"
9515,"BTC","USD","Nomics https://api.nomics.com/v1/candles",455.2015700000,456.9737500000,"1d",446.5266500000,453.4835600000,"2015-12-17T00:00:00Z",13862270.0000000000,28278,"2019-03-05 23:59:03.624584+00:00"
9516,"BTC","USD","Nomics https://api.nomics.com/v1/candles",462.9499500000,465.4727200000,"1d",451.0948700000,455.4389800000,"2015-12-18T00:00:00Z",18979678.0000000000,28279,"2019-03-05 23:59:03.659945+00:00"
9517,"BTC","USD","Nomics https://api.nomics.com/v1/candles",461.6603900000,466.0572600000,"1d",452.0216000000,462.7178000000,"2015-12-19T00:00:00Z",16953699.0000000000,28280,"2019-03-05 23:59:03.697115+00:00"
9518,"BTC","USD","Nomics https://api.nomics.com/v1/candles",442.2129600000,461.8222500000,"1d",431.1139300000,461.8222500000,"2015-12-20T00:00:00Z",29966012.0000000000,28281,"2019-03-05 23:59:03.755629+00:00"
9519,"BTC","USD","Nomics https://api.nomics.com/v1/candles",437.0209900000,446.3263200000,"1d",424.6420200000,442.3880100000,"2015-12-21T00:00:00Z",28232573.0000000000,28282,"2019-03-05 23:59:03.818179+00:00"
9520,"BTC","USD","Nomics https://api.nomics.com/v1/candles",435.3697300000,442.9278600000,"1d",433.1449000000,437.4207800000,"2015-12-22T00:00:00Z",14668393.0000000000,28283,"2019-03-05 23:59:03.879977+00:00"
9521,"BTC","USD","Nomics https://api.nomics.com/v1/candles",442.7156800000,445.3180600000,"1d",432.6911700000,435.2109400000,"2015-12-23T00:00:00Z",13535099.0000000000,28284,"2019-03-05 23:59:03.940228+00:00"
9522,"BTC","USD","Nomics https://api.nomics.com/v1/candles",455.8925200000,459.0413800000,"1d",442.7497500000,442.9270600000,"2015-12-24T00:00:00Z",15517071.0000000000,28285,"2019-03-05 23:59:04.008588+00:00"
9523,"BTC","USD","Nomics https://api.nomics.com/v1/candles",455.7627900000,459.8005400000,"1d",446.8008200000,455.9845500000,"2015-12-25T00:00:00Z",10773528.0000000000,28286,"2019-03-05 23:59:04.045998+00:00"
9524,"BTC","USD","Nomics https://api.nomics.com/v1/candles",416.9937000000,459.2119200000,"1d",406.4917000000,455.3141600000,"2015-12-26T00:00:00Z",54404515.0000000000,28287,"2019-03-05 23:59:04.083850+00:00"
9525,"BTC","USD","Nomics https://api.nomics.com/v1/candles",423.1207700000,426.1331700000,"1d",408.3036200000,417.3144600000,"2015-12-27T00:00:00Z",17703900.0000000000,28288,"2019-03-05 23:59:04.120151+00:00"
9526,"BTC","USD","Nomics https://api.nomics.com/v1/candles",421.1835700000,429.8812400000,"1d",417.7557600000,423.0615900000,"2015-12-28T00:00:00Z",16880235.0000000000,28289,"2019-03-05 23:59:04.153669+00:00"
9527,"BTC","USD","Nomics https://api.nomics.com/v1/candles",432.6305100000,433.7352100000,"1d",418.7832600000,420.9974200000,"2015-12-29T00:00:00Z",16024966.0000000000,28290,"2019-03-05 23:59:04.188697+00:00"
9528,"BTC","USD","Nomics https://api.nomics.com/v1/candles",425.4743900000,434.0105400000,"1d",421.7123100000,432.8764500000,"2015-12-30T00:00:00Z",14917225.0000000000,28291,"2019-03-05 23:59:04.223384+00:00"
9529,"BTC","USD","Nomics https://api.nomics.com/v1/candles",429.7666100000,432.4604800000,"1d",415.0441800000,424.7977400000,"2015-12-31T00:00:00Z",15107284.0000000000,28292,"2019-03-05 23:59:04.259575+00:00"
9530,"BTC","USD","Nomics https://api.nomics.com/v1/candles",434.4898100000,436.7339000000,"1d",427.1543800000,430.0001200000,"2016-01-01T00:00:00Z",9663647.0000000000,28293,"2019-03-05 23:59:04.293380+00:00"
9531,"BTC","USD","Nomics https://api.nomics.com/v1/candles",433.7801100000,436.3607400000,"1d",431.0683600000,434.6894600000,"2016-01-02T00:00:00Z",6046770.0000000000,28294,"2019-03-05 23:59:04.329770+00:00"
9532,"BTC","USD","Nomics https://api.nomics.com/v1/candles",429.2115200000,433.7710600000,"1d",422.6403300000,433.6661100000,"2016-01-03T00:00:00Z",12781833.0000000000,28295,"2019-03-05 23:59:04.363577+00:00"
9533,"BTC","USD","Nomics https://api.nomics.com/v1/candles",434.0036800000,436.4684100000,"1d",428.8715700000,430.0960600000,"2016-01-04T00:00:00Z",11416617.0000000000,28296,"2019-03-05 23:59:04.396494+00:00"
9534,"BTC","USD","Nomics https://api.nomics.com/v1/candles",432.5426000000,435.2107600000,"1d",428.9072300000,432.5857900000,"2016-01-05T00:00:00Z",10180434.0000000000,28297,"2019-03-05 23:59:04.428843+00:00"
9535,"BTC","USD","Nomics https://api.nomics.com/v1/candles",429.8528500000,433.0138300000,"1d",426.6481000000,432.7575100000,"2016-01-06T00:00:00Z",8826293.0000000000,28298,"2019-03-05 23:59:04.467815+00:00"
9536,"BTC","USD","Nomics https://api.nomics.com/v1/candles",458.7227100000,460.8209500000,"1d",429.0900500000,429.7278900000,"2016-01-07T00:00:00Z",39327120.0000000000,28299,"2019-03-05 23:59:04.501329+00:00"
9537,"BTC","USD","Nomics https://api.nomics.com/v1/candles",453.9745100000,464.3870200000,"1d",447.0899200000,458.4143500000,"2016-01-08T00:00:00Z",21865071.0000000000,28300,"2019-03-05 23:59:04.534535+00:00"
9538,"BTC","USD","Nomics https://api.nomics.com/v1/candles",449.2913600000,455.6935600000,"1d",446.7916000000,454.1832200000,"2016-01-09T00:00:00Z",8128157.0000000000,28301,"2019-03-05 23:59:04.568279+00:00"
9539,"BTC","USD","Nomics https://api.nomics.com/v1/candles",449.0171800000,450.0095600000,"1d",441.1841300000,449.2952200000,"2016-01-10T00:00:00Z",10402268.0000000000,28302,"2019-03-05 23:59:04.599928+00:00"
9540,"BTC","USD","Nomics https://api.nomics.com/v1/candles",449.7528700000,452.1271800000,"1d",445.7980000000,450.7064100000,"2016-01-11T00:00:00Z",12886945.0000000000,28303,"2019-03-05 23:59:04.634286+00:00"
9541,"BTC","USD","Nomics https://api.nomics.com/v1/candles",434.2289800000,453.5932900000,"1d",434.2289800000,453.5932900000,"2016-01-12T00:00:00Z",17281065.0000000000,28304,"2019-03-05 23:59:04.668237+00:00"
9542,"BTC","USD","Nomics https://api.nomics.com/v1/candles",431.5691900000,436.4621700000,"1d",419.5296700000,433.0414700000,"2016-01-13T00:00:00Z",23649202.0000000000,28305,"2019-03-05 23:59:04.703055+00:00"
9543,"BTC","USD","Nomics https://api.nomics.com/v1/candles",430.6830800000,435.4598200000,"1d",428.4511700000,433.2165200000,"2016-01-14T00:00:00Z",11953676.0000000000,28306,"2019-03-05 23:59:04.738856+00:00"
9544,"BTC","USD","Nomics https://api.nomics.com/v1/candles",359.6676800000,430.4920900000,"1d",359.6676800000,430.4920900000,"2016-01-15T00:00:00Z",68583273.0000000000,28307,"2019-03-05 23:59:04.773189+00:00"
9545,"BTC","USD","Nomics https://api.nomics.com/v1/candles",389.3165100000,391.3618500000,"1d",353.8676100000,359.9886600000,"2016-01-16T00:00:00Z",47411539.0000000000,28308,"2019-03-05 23:59:04.807306+00:00"
9546,"BTC","USD","Nomics https://api.nomics.com/v1/candles",381.2681100000,392.7275900000,"1d",380.1224000000,390.7701200000,"2016-01-17T00:00:00Z",15702899.0000000000,28309,"2019-03-05 23:59:04.841181+00:00"
9547,"BTC","USD","Nomics https://api.nomics.com/v1/candles",386.6679500000,386.6679500000,"1d",381.1839900000,385.3767500000,"2016-01-18T00:00:00Z",18522306.0000000000,28310,"2019-03-05 23:59:04.874178+00:00"
9548,"BTC","USD","Nomics https://api.nomics.com/v1/candles",378.8060900000,385.7850100000,"1d",378.8060900000,385.3878900000,"2016-01-19T00:00:00Z",15931146.0000000000,28311,"2019-03-05 23:59:04.908144+00:00"
9549,"BTC","USD","Nomics https://api.nomics.com/v1/candles",419.6160100000,426.0333200000,"1d",376.6264400000,380.3783500000,"2016-01-20T00:00:00Z",53160449.0000000000,28312,"2019-03-05 23:59:04.940055+00:00"
9550,"BTC","USD","Nomics https://api.nomics.com/v1/candles",411.1434600000,424.1916400000,"1d",406.3695800000,420.0722100000,"2016-01-21T00:00:00Z",23121705.0000000000,28313,"2019-03-05 23:59:04.981475+00:00"
9551,"BTC","USD","Nomics https://api.nomics.com/v1/candles",382.7550600000,410.9921500000,"1d",373.3306500000,409.9740700000,"2016-01-22T00:00:00Z",36466809.0000000000,28314,"2019-03-05 23:59:05.014063+00:00"
9552,"BTC","USD","Nomics https://api.nomics.com/v1/candles",388.1871900000,410.6742100000,"1d",388.1871900000,410.6742100000,"2016-01-23T00:00:00Z",20444507.0000000000,28315,"2019-03-05 23:59:05.072532+00:00"
9553,"BTC","USD","Nomics https://api.nomics.com/v1/candles",403.8447100000,403.8447100000,"1d",398.3350800000,398.3350800000,"2016-01-24T00:00:00Z",20966822.0000000000,28316,"2019-03-05 23:59:05.128845+00:00"
9554,"BTC","USD","Nomics https://api.nomics.com/v1/candles",393.0307400000,423.9788500000,"1d",393.0307400000,423.9788500000,"2016-01-25T00:00:00Z",22843467.0000000000,28317,"2019-03-05 23:59:05.188986+00:00"
